question,answer,type,domain
give me Timor-Leste’s date of admission (dd/mm/yyyy format) into the UN,09/27/2002,date,World Organizations
When was Timor-Leste granted UN membership?,09/27/2002,date,World Organizations
At what date did Timor-Leste secure its place in the United Nations?,09/27/2002,date,World Organizations
When did Timor-Leste achieve membership status within the United Nations?,09/27/2002,date,World Organizations
At what specific date did Timor-Leste enter the United Nations?,09/27/2002,date,World Organizations
When did Timor-Leste become part of the United Nations?,09/27/2002,date,World Organizations
At what date did Timor-Leste receive membership in the United Nations?,09/27/2002,date,World Organizations
When was Timor-Leste accepted as a member of the United Nations?,09/27/2002,date,World Organizations
give me the date when Timor-Leste became a member of the UN,09/27/2002,date,World Organizations
When did Timor-Leste obtain its United Nations membership?,09/27/2002,date,World Organizations
what was the date when Timor-Leste acquired membership in the United Nations?,09/27/2002,date,World Organizations
At what date did Togo attain membership in the United Nations?,09/20/1960,date,World Organizations
When was Togo admitted to the United Nations?,09/20/1960,date,World Organizations
At what date did Togo gain entry into the United Nations?,09/20/1960,date,World Organizations
When did Togo become a member state of the United Nations?,09/20/1960,date,World Organizations
give me Togo’s date of admission (dd/mm/yyyy format) into the UN,09/20/1960,date,World Organizations
When was Togo granted UN membership?,09/20/1960,date,World Organizations
At what date did Togo secure its place in the United Nations?,09/20/1960,date,World Organizations
When did Togo achieve membership status within the United Nations?,09/20/1960,date,World Organizations
At what specific date did Togo enter the United Nations?,09/20/1960,date,World Organizations
When did Togo become part of the United Nations?,09/20/1960,date,World Organizations
At what date did Togo receive membership in the United Nations?,09/20/1960,date,World Organizations
When was Togo accepted as a member of the United Nations?,09/20/1960,date,World Organizations
give me the date when Togo became a member of the UN,09/20/1960,date,World Organizations
When did Togo obtain its United Nations membership?,09/20/1960,date,World Organizations
what was the date when Togo acquired membership in the United Nations?,09/20/1960,date,World Organizations
At what date did Tonga attain membership in the United Nations?,09/14/1999,date,World Organizations
When was Tonga admitted to the United Nations?,09/14/1999,date,World Organizations
At what date did Tonga gain entry into the United Nations?,09/14/1999,date,World Organizations
When did Tonga become a member state of the United Nations?,09/14/1999,date,World Organizations
give me Tonga’s date of admission (dd/mm/yyyy format) into the UN,09/14/1999,date,World Organizations
When was Tonga granted UN membership?,09/14/1999,date,World Organizations
At what date did Tonga secure its place in the United Nations?,09/14/1999,date,World Organizations
When did Tonga achieve membership status within the United Nations?,09/14/1999,date,World Organizations
At what specific date did Tonga enter the United Nations?,09/14/1999,date,World Organizations
When did Tonga become part of the United Nations?,09/14/1999,date,World Organizations
At what date did Tonga receive membership in the United Nations?,09/14/1999,date,World Organizations
When was Tonga accepted as a member of the United Nations?,09/14/1999,date,World Organizations
give me the date when Tonga became a member of the UN,09/14/1999,date,World Organizations
When did Tonga obtain its United Nations membership?,09/14/1999,date,World Organizations
what was the date when Tonga acquired membership in the United Nations?,09/14/1999,date,World Organizations
At what date did Trinidad and Tobago attain membership in the United Nations?,09/18/1962,date,World Organizations
When was Trinidad and Tobago admitted to the United Nations?,09/18/1962,date,World Organizations
At what date did Trinidad and Tobago gain entry into the United Nations?,09/18/1962,date,World Organizations
When did Trinidad and Tobago become a member state of the United Nations?,09/18/1962,date,World Organizations
give me Trinidad and Tobago’s date of admission (dd/mm/yyyy format) into the UN,09/18/1962,date,World Organizations
When was Trinidad and Tobago granted UN membership?,09/18/1962,date,World Organizations
At what date did Trinidad and Tobago secure its place in the United Nations?,09/18/1962,date,World Organizations
When did Trinidad and Tobago achieve membership status within the United Nations?,09/18/1962,date,World Organizations
At what specific date did Trinidad and Tobago enter the United Nations?,09/18/1962,date,World Organizations
When did Trinidad and Tobago become part of the United Nations?,09/18/1962,date,World Organizations
At what date did Trinidad and Tobago receive membership in the United Nations?,09/18/1962,date,World Organizations
When was Trinidad and Tobago accepted as a member of the United Nations?,09/18/1962,date,World Organizations
give me the date when Trinidad and Tobago became a member of the UN,09/18/1962,date,World Organizations
When did Trinidad and Tobago obtain its United Nations membership?,09/18/1962,date,World Organizations
what was the date when Trinidad and Tobago acquired membership in the United Nations?,09/18/1962,date,World Organizations
At what date did Tunisia attain membership in the United Nations?,11/12/1956,date,World Organizations
When was Tunisia admitted to the United Nations?,11/12/1956,date,World Organizations
At what date did Tunisia gain entry into the United Nations?,11/12/1956,date,World Organizations
When did Tunisia become a member state of the United Nations?,11/12/1956,date,World Organizations
give me Tunisia’s date of admission (dd/mm/yyyy format) into the UN,11/12/1956,date,World Organizations
When was Tunisia granted UN membership?,11/12/1956,date,World Organizations
At what date did Tunisia secure its place in the United Nations?,11/12/1956,date,World Organizations
When did Tunisia achieve membership status within the United Nations?,11/12/1956,date,World Organizations
At what specific date did Tunisia enter the United Nations?,11/12/1956,date,World Organizations
When did Tunisia become part of the United Nations?,11/12/1956,date,World Organizations
At what date did Tunisia receive membership in the United Nations?,11/12/1956,date,World Organizations
When was Tunisia accepted as a member of the United Nations?,11/12/1956,date,World Organizations
give me the date when Tunisia became a member of the UN,11/12/1956,date,World Organizations
When did Tunisia obtain its United Nations membership?,11/12/1956,date,World Organizations
what was the date when Tunisia acquired membership in the United Nations?,11/12/1956,date,World Organizations
At what date did Türkiye attain membership in the United Nations?,10/24/1945,date,World Organizations
When was Türkiye admitted to the United Nations?,10/24/1945,date,World Organizations
At what date did Türkiye gain entry into the United Nations?,10/24/1945,date,World Organizations
When did Türkiye become a member state of the United Nations?,10/24/1945,date,World Organizations
give me Türkiye’s date of admission (dd/mm/yyyy format) into the UN,10/24/1945,date,World Organizations
When was Türkiye granted UN membership?,10/24/1945,date,World Organizations
At what date did Türkiye secure its place in the United Nations?,10/24/1945,date,World Organizations
When did Türkiye achieve membership status within the United Nations?,10/24/1945,date,World Organizations
At what specific date did Türkiye enter the United Nations?,10/24/1945,date,World Organizations
When did Türkiye become part of the United Nations?,10/24/1945,date,World Organizations
At what date did Türkiye receive membership in the United Nations?,10/24/1945,date,World Organizations
When was Türkiye accepted as a member of the United Nations?,10/24/1945,date,World Organizations
give me the date when Türkiye became a member of the UN,10/24/1945,date,World Organizations
When did Türkiye obtain its United Nations membership?,10/24/1945,date,World Organizations
what was the date when Türkiye acquired membership in the United Nations?,10/24/1945,date,World Organizations
At what date did Turkmenistan attain membership in the United Nations?,03/02/1992,date,World Organizations
When was Turkmenistan admitted to the United Nations?,03/02/1992,date,World Organizations
At what date did Turkmenistan gain entry into the United Nations?,03/02/1992,date,World Organizations
When did Turkmenistan become a member state of the United Nations?,03/02/1992,date,World Organizations
give me Turkmenistan’s date of admission (dd/mm/yyyy format) into the UN,03/02/1992,date,World Organizations
When was Turkmenistan granted UN membership?,03/02/1992,date,World Organizations
At what date did Turkmenistan secure its place in the United Nations?,03/02/1992,date,World Organizations
When did Turkmenistan achieve membership status within the United Nations?,03/02/1992,date,World Organizations
At what specific date did Turkmenistan enter the United Nations?,03/02/1992,date,World Organizations
When did Turkmenistan become part of the United Nations?,03/02/1992,date,World Organizations
At what date did Turkmenistan receive membership in the United Nations?,03/02/1992,date,World Organizations
When was Turkmenistan accepted as a member of the United Nations?,03/02/1992,date,World Organizations
give me the date when Turkmenistan became a member of the UN,03/02/1992,date,World Organizations
When did Turkmenistan obtain its United Nations membership?,03/02/1992,date,World Organizations
what was the date when Turkmenistan acquired membership in the United Nations?,03/02/1992,date,World Organizations
At what date did Tuvalu attain membership in the United Nations?,09/05/2000,date,World Organizations
When was Tuvalu admitted to the United Nations?,09/05/2000,date,World Organizations
At what date did Tuvalu gain entry into the United Nations?,09/05/2000,date,World Organizations
When did Tuvalu become a member state of the United Nations?,09/05/2000,date,World Organizations
give me Tuvalu’s date of admission (dd/mm/yyyy format) into the UN,09/05/2000,date,World Organizations
When was Tuvalu granted UN membership?,09/05/2000,date,World Organizations
At what date did Tuvalu secure its place in the United Nations?,09/05/2000,date,World Organizations
When did Tuvalu achieve membership status within the United Nations?,09/05/2000,date,World Organizations
At what specific date did Tuvalu enter the United Nations?,09/05/2000,date,World Organizations
When did Tuvalu become part of the United Nations?,09/05/2000,date,World Organizations
At what date did Tuvalu receive membership in the United Nations?,09/05/2000,date,World Organizations
When was Tuvalu accepted as a member of the United Nations?,09/05/2000,date,World Organizations
give me the date when Tuvalu became a member of the UN,09/05/2000,date,World Organizations
When did Tuvalu obtain its United Nations membership?,09/05/2000,date,World Organizations
what was the date when Tuvalu acquired membership in the United Nations?,09/05/2000,date,World Organizations
At what date did Uganda attain membership in the United Nations?,10/25/1962,date,World Organizations
When was Uganda admitted to the United Nations?,10/25/1962,date,World Organizations
At what date did Uganda gain entry into the United Nations?,10/25/1962,date,World Organizations
When did Uganda become a member state of the United Nations?,10/25/1962,date,World Organizations
give me Uganda’s date of admission (dd/mm/yyyy format) into the UN,10/25/1962,date,World Organizations
When was Uganda granted UN membership?,10/25/1962,date,World Organizations
At what date did Uganda secure its place in the United Nations?,10/25/1962,date,World Organizations
When did Uganda achieve membership status within the United Nations?,10/25/1962,date,World Organizations
At what specific date did Uganda enter the United Nations?,10/25/1962,date,World Organizations
When did Uganda become part of the United Nations?,10/25/1962,date,World Organizations
At what date did Uganda receive membership in the United Nations?,10/25/1962,date,World Organizations
When was Uganda accepted as a member of the United Nations?,10/25/1962,date,World Organizations
give me the date when Uganda became a member of the UN,10/25/1962,date,World Organizations
When did Uganda obtain its United Nations membership?,10/25/1962,date,World Organizations
what was the date when Uganda acquired membership in the United Nations?,10/25/1962,date,World Organizations
At what date did Ukraine attain membership in the United Nations?,10/24/1945,date,World Organizations
When was Ukraine admitted to the United Nations?,10/24/1945,date,World Organizations
At what date did Ukraine gain entry into the United Nations?,10/24/1945,date,World Organizations
When did Ukraine become a member state of the United Nations?,10/24/1945,date,World Organizations
give me Ukraine’s date of admission (dd/mm/yyyy format) into the UN,10/24/1945,date,World Organizations
When was Ukraine granted UN membership?,10/24/1945,date,World Organizations
At what date did Ukraine secure its place in the United Nations?,10/24/1945,date,World Organizations
When did Ukraine achieve membership status within the United Nations?,10/24/1945,date,World Organizations
At what specific date did Ukraine enter the United Nations?,10/24/1945,date,World Organizations
When did Ukraine become part of the United Nations?,10/24/1945,date,World Organizations
At what date did Ukraine receive membership in the United Nations?,10/24/1945,date,World Organizations
When was Ukraine accepted as a member of the United Nations?,10/24/1945,date,World Organizations
give me the date when Ukraine became a member of the UN,10/24/1945,date,World Organizations
When did Ukraine obtain its United Nations membership?,10/24/1945,date,World Organizations
what was the date when Ukraine acquired membership in the United Nations?,10/24/1945,date,World Organizations
At what date did United Arab Emirates attain membership in the United Nations?,12/09/1971,date,World Organizations
When was United Arab Emirates admitted to the United Nations?,12/09/1971,date,World Organizations
At what date did United Arab Emirates gain entry into the United Nations?,12/09/1971,date,World Organizations
When did United Arab Emirates become a member state of the United Nations?,12/09/1971,date,World Organizations
give me United Arab Emirates’s date of admission (dd/mm/yyyy format) into the UN,12/09/1971,date,World Organizations
When was United Arab Emirates granted UN membership?,12/09/1971,date,World Organizations
At what date did United Arab Emirates secure its place in the United Nations?,12/09/1971,date,World Organizations
When did United Arab Emirates achieve membership status within the United Nations?,12/09/1971,date,World Organizations
At what specific date did United Arab Emirates enter the United Nations?,12/09/1971,date,World Organizations
When did United Arab Emirates become part of the United Nations?,12/09/1971,date,World Organizations
At what date did United Arab Emirates receive membership in the United Nations?,12/09/1971,date,World Organizations
When was United Arab Emirates accepted as a member of the United Nations?,12/09/1971,date,World Organizations
give me the date when United Arab Emirates became a member of the UN,12/09/1971,date,World Organizations
When did United Arab Emirates obtain its United Nations membership?,12/09/1971,date,World Organizations
what was the date when United Arab Emirates acquired membership in the United Nations?,12/09/1971,date,World Organizations
At what date did United Kingdom of Great Britain and Northern Ireland attain membership in the United Nations?,10/24/1945,date,World Organizations
When was United Kingdom of Great Britain and Northern Ireland admitted to the United Nations?,10/24/1945,date,World Organizations
At what date did United Kingdom of Great Britain and Northern Ireland gain entry into the United Nations?,10/24/1945,date,World Organizations
When did United Kingdom of Great Britain and Northern Ireland become a member state of the United Nations?,10/24/1945,date,World Organizations
give me United Kingdom of Great Britain and Northern Ireland’s date of admission (dd/mm/yyyy format) into the UN,10/24/1945,date,World Organizations
When was United Kingdom of Great Britain and Northern Ireland granted UN membership?,10/24/1945,date,World Organizations
At what date did United Kingdom of Great Britain and Northern Ireland secure its place in the United Nations?,10/24/1945,date,World Organizations
When did United Kingdom of Great Britain and Northern Ireland achieve membership status within the United Nations?,10/24/1945,date,World Organizations
At what specific date did United Kingdom of Great Britain and Northern Ireland enter the United Nations?,10/24/1945,date,World Organizations
When did United Kingdom of Great Britain and Northern Ireland become part of the United Nations?,10/24/1945,date,World Organizations
At what date did United Kingdom of Great Britain and Northern Ireland receive membership in the United Nations?,10/24/1945,date,World Organizations
When was United Kingdom of Great Britain and Northern Ireland accepted as a member of the United Nations?,10/24/1945,date,World Organizations
give me the date when United Kingdom of Great Britain and Northern Ireland became a member of the UN,10/24/1945,date,World Organizations
When did United Kingdom of Great Britain and Northern Ireland obtain its United Nations membership?,10/24/1945,date,World Organizations
what was the date when United Kingdom of Great Britain and Northern Ireland acquired membership in the United Nations?,10/24/1945,date,World Organizations
At what date did United Republic of Tanzania attain membership in the United Nations?,12/14/1961,date,World Organizations
When was United Republic of Tanzania admitted to the United Nations?,12/14/1961,date,World Organizations
At what date did United Republic of Tanzania gain entry into the United Nations?,12/14/1961,date,World Organizations
When did United Republic of Tanzania become a member state of the United Nations?,12/14/1961,date,World Organizations
give me United Republic of Tanzania’s date of admission (dd/mm/yyyy format) into the UN,12/14/1961,date,World Organizations
When was United Republic of Tanzania granted UN membership?,12/14/1961,date,World Organizations
At what date did United Republic of Tanzania secure its place in the United Nations?,12/14/1961,date,World Organizations
When did United Republic of Tanzania achieve membership status within the United Nations?,12/14/1961,date,World Organizations
At what specific date did United Republic of Tanzania enter the United Nations?,12/14/1961,date,World Organizations
When did United Republic of Tanzania become part of the United Nations?,12/14/1961,date,World Organizations
At what date did United Republic of Tanzania receive membership in the United Nations?,12/14/1961,date,World Organizations
When was United Republic of Tanzania accepted as a member of the United Nations?,12/14/1961,date,World Organizations
give me the date when United Republic of Tanzania became a member of the UN,12/14/1961,date,World Organizations
When did United Republic of Tanzania obtain its United Nations membership?,12/14/1961,date,World Organizations
what was the date when United Republic of Tanzania acquired membership in the United Nations?,12/14/1961,date,World Organizations
At what date did United States of America attain membership in the United Nations?,10/24/1945,date,World Organizations
When was United States of America admitted to the United Nations?,10/24/1945,date,World Organizations
At what date did United States of America gain entry into the United Nations?,10/24/1945,date,World Organizations
When did United States of America become a member state of the United Nations?,10/24/1945,date,World Organizations
give me United States of America’s date of admission (dd/mm/yyyy format) into the UN,10/24/1945,date,World Organizations
When was United States of America granted UN membership?,10/24/1945,date,World Organizations
At what date did United States of America secure its place in the United Nations?,10/24/1945,date,World Organizations
When did United States of America achieve membership status within the United Nations?,10/24/1945,date,World Organizations
At what specific date did United States of America enter the United Nations?,10/24/1945,date,World Organizations
When did United States of America become part of the United Nations?,10/24/1945,date,World Organizations
At what date did United States of America receive membership in the United Nations?,10/24/1945,date,World Organizations
When was United States of America accepted as a member of the United Nations?,10/24/1945,date,World Organizations
give me the date when United States of America became a member of the UN,10/24/1945,date,World Organizations
When did United States of America obtain its United Nations membership?,10/24/1945,date,World Organizations
what was the date when United States of America acquired membership in the United Nations?,10/24/1945,date,World Organizations
At what date did Uruguay attain membership in the United Nations?,12/18/1945,date,World Organizations
When was Uruguay admitted to the United Nations?,12/18/1945,date,World Organizations
At what date did Uruguay gain entry into the United Nations?,12/18/1945,date,World Organizations
When did Uruguay become a member state of the United Nations?,12/18/1945,date,World Organizations
give me Uruguay’s date of admission (dd/mm/yyyy format) into the UN,12/18/1945,date,World Organizations
When was Uruguay granted UN membership?,12/18/1945,date,World Organizations
At what date did Uruguay secure its place in the United Nations?,12/18/1945,date,World Organizations
When did Uruguay achieve membership status within the United Nations?,12/18/1945,date,World Organizations
At what specific date did Uruguay enter the United Nations?,12/18/1945,date,World Organizations
When did Uruguay become part of the United Nations?,12/18/1945,date,World Organizations
At what date did Uruguay receive membership in the United Nations?,12/18/1945,date,World Organizations
When was Uruguay accepted as a member of the United Nations?,12/18/1945,date,World Organizations
give me the date when Uruguay became a member of the UN,12/18/1945,date,World Organizations
When did Uruguay obtain its United Nations membership?,12/18/1945,date,World Organizations
what was the date when Uruguay acquired membership in the United Nations?,12/18/1945,date,World Organizations
At what date did Uzbekistan attain membership in the United Nations?,03/02/1992,date,World Organizations
When was Uzbekistan admitted to the United Nations?,03/02/1992,date,World Organizations
At what date did Uzbekistan gain entry into the United Nations?,03/02/1992,date,World Organizations
When did Uzbekistan become a member state of the United Nations?,03/02/1992,date,World Organizations
give me Uzbekistan’s date of admission (dd/mm/yyyy format) into the UN,03/02/1992,date,World Organizations
When was Uzbekistan granted UN membership?,03/02/1992,date,World Organizations
At what date did Uzbekistan secure its place in the United Nations?,03/02/1992,date,World Organizations
When did Uzbekistan achieve membership status within the United Nations?,03/02/1992,date,World Organizations
At what specific date did Uzbekistan enter the United Nations?,03/02/1992,date,World Organizations
When did Uzbekistan become part of the United Nations?,03/02/1992,date,World Organizations
At what date did Uzbekistan receive membership in the United Nations?,03/02/1992,date,World Organizations
When was Uzbekistan accepted as a member of the United Nations?,03/02/1992,date,World Organizations
give me the date when Uzbekistan became a member of the UN,03/02/1992,date,World Organizations
When did Uzbekistan obtain its United Nations membership?,03/02/1992,date,World Organizations
what was the date when Uzbekistan acquired membership in the United Nations?,03/02/1992,date,World Organizations
At what date did Vanuatu attain membership in the United Nations?,09/15/1981,date,World Organizations
When was Vanuatu admitted to the United Nations?,09/15/1981,date,World Organizations
At what date did Vanuatu gain entry into the United Nations?,09/15/1981,date,World Organizations
When did Vanuatu become a member state of the United Nations?,09/15/1981,date,World Organizations
give me Vanuatu’s date of admission (dd/mm/yyyy format) into the UN,09/15/1981,date,World Organizations
When was Vanuatu granted UN membership?,09/15/1981,date,World Organizations
At what date did Vanuatu secure its place in the United Nations?,09/15/1981,date,World Organizations
When did Vanuatu achieve membership status within the United Nations?,09/15/1981,date,World Organizations
At what specific date did Vanuatu enter the United Nations?,09/15/1981,date,World Organizations
When did Vanuatu become part of the United Nations?,09/15/1981,date,World Organizations
At what date did Vanuatu receive membership in the United Nations?,09/15/1981,date,World Organizations
When was Vanuatu accepted as a member of the United Nations?,09/15/1981,date,World Organizations
give me the date when Vanuatu became a member of the UN,09/15/1981,date,World Organizations
When did Vanuatu obtain its United Nations membership?,09/15/1981,date,World Organizations
what was the date when Vanuatu acquired membership in the United Nations?,09/15/1981,date,World Organizations
At what date did Bolivarian Republic of Venezuela attain membership in the United Nations?,11/15/1945,date,World Organizations
When was Bolivarian Republic of Venezuela admitted to the United Nations?,11/15/1945,date,World Organizations
At what date did Bolivarian Republic of Venezuela gain entry into the United Nations?,11/15/1945,date,World Organizations
When did Bolivarian Republic of Venezuela become a member state of the United Nations?,11/15/1945,date,World Organizations
give me Bolivarian Republic of Venezuela’s date of admission (dd/mm/yyyy format) into the UN,11/15/1945,date,World Organizations
When was Bolivarian Republic of Venezuela granted UN membership?,11/15/1945,date,World Organizations
At what date did Bolivarian Republic of Venezuela secure its place in the United Nations?,11/15/1945,date,World Organizations
When did Bolivarian Republic of Venezuela achieve membership status within the United Nations?,11/15/1945,date,World Organizations
At what specific date did Bolivarian Republic of Venezuela enter the United Nations?,11/15/1945,date,World Organizations
When did Bolivarian Republic of Venezuela become part of the United Nations?,11/15/1945,date,World Organizations
At what date did Bolivarian Republic of Venezuela receive membership in the United Nations?,11/15/1945,date,World Organizations
When was Bolivarian Republic of Venezuela accepted as a member of the United Nations?,11/15/1945,date,World Organizations
give me the date when Bolivarian Republic of Venezuela became a member of the UN,11/15/1945,date,World Organizations
When did Bolivarian Republic of Venezuela obtain its United Nations membership?,11/15/1945,date,World Organizations
what was the date when Bolivarian Republic of Venezuela acquired membership in the United Nations?,11/15/1945,date,World Organizations
At what date did Viet Nam attain membership in the United Nations?,09/20/1977,date,World Organizations
When was Viet Nam admitted to the United Nations?,09/20/1977,date,World Organizations
At what date did Viet Nam gain entry into the United Nations?,09/20/1977,date,World Organizations
When did Viet Nam become a member state of the United Nations?,09/20/1977,date,World Organizations
give me Viet Nam’s date of admission (dd/mm/yyyy format) into the UN,09/20/1977,date,World Organizations
When was Viet Nam granted UN membership?,09/20/1977,date,World Organizations
At what date did Viet Nam secure its place in the United Nations?,09/20/1977,date,World Organizations
When did Viet Nam achieve membership status within the United Nations?,09/20/1977,date,World Organizations
At what specific date did Viet Nam enter the United Nations?,09/20/1977,date,World Organizations
When did Viet Nam become part of the United Nations?,09/20/1977,date,World Organizations
At what date did Viet Nam receive membership in the United Nations?,09/20/1977,date,World Organizations
When was Viet Nam accepted as a member of the United Nations?,09/20/1977,date,World Organizations
give me the date when Viet Nam became a member of the UN,09/20/1977,date,World Organizations
When did Viet Nam obtain its United Nations membership?,09/20/1977,date,World Organizations
what was the date when Viet Nam acquired membership in the United Nations?,09/20/1977,date,World Organizations
At what date did Yemen attain membership in the United Nations?,09/30/1947,date,World Organizations
When was Yemen admitted to the United Nations?,09/30/1947,date,World Organizations
At what date did Yemen gain entry into the United Nations?,09/30/1947,date,World Organizations
When did Yemen become a member state of the United Nations?,09/30/1947,date,World Organizations
give me Yemen’s date of admission (dd/mm/yyyy format) into the UN,09/30/1947,date,World Organizations
When was Yemen granted UN membership?,09/30/1947,date,World Organizations
At what date did Yemen secure its place in the United Nations?,09/30/1947,date,World Organizations
When did Yemen achieve membership status within the United Nations?,09/30/1947,date,World Organizations
At what specific date did Yemen enter the United Nations?,09/30/1947,date,World Organizations
When did Yemen become part of the United Nations?,09/30/1947,date,World Organizations
At what date did Yemen receive membership in the United Nations?,09/30/1947,date,World Organizations
When was Yemen accepted as a member of the United Nations?,09/30/1947,date,World Organizations
give me the date when Yemen became a member of the UN,09/30/1947,date,World Organizations
When did Yemen obtain its United Nations membership?,09/30/1947,date,World Organizations
what was the date when Yemen acquired membership in the United Nations?,09/30/1947,date,World Organizations
At what date did Zambia attain membership in the United Nations?,12/01/1964,date,World Organizations
When was Zambia admitted to the United Nations?,12/01/1964,date,World Organizations
At what date did Zambia gain entry into the United Nations?,12/01/1964,date,World Organizations
When did Zambia become a member state of the United Nations?,12/01/1964,date,World Organizations
give me Zambia’s date of admission (dd/mm/yyyy format) into the UN,12/01/1964,date,World Organizations
When was Zambia granted UN membership?,12/01/1964,date,World Organizations
At what date did Zambia secure its place in the United Nations?,12/01/1964,date,World Organizations
When did Zambia achieve membership status within the United Nations?,12/01/1964,date,World Organizations
At what specific date did Zambia enter the United Nations?,12/01/1964,date,World Organizations
When did Zambia become part of the United Nations?,12/01/1964,date,World Organizations
At what date did Zambia receive membership in the United Nations?,12/01/1964,date,World Organizations
When was Zambia accepted as a member of the United Nations?,12/01/1964,date,World Organizations
give me the date when Zambia became a member of the UN,12/01/1964,date,World Organizations
When did Zambia obtain its United Nations membership?,12/01/1964,date,World Organizations
what was the date when Zambia acquired membership in the United Nations?,12/01/1964,date,World Organizations
At what date did Zimbabwe attain membership in the United Nations?,08/25/1980,date,World Organizations
When was Zimbabwe admitted to the United Nations?,08/25/1980,date,World Organizations
At what date did Zimbabwe gain entry into the United Nations?,08/25/1980,date,World Organizations
When did Zimbabwe become a member state of the United Nations?,08/25/1980,date,World Organizations
give me Zimbabwe’s date of admission (dd/mm/yyyy format) into the UN,08/25/1980,date,World Organizations
When was Zimbabwe granted UN membership?,08/25/1980,date,World Organizations
At what date did Zimbabwe secure its place in the United Nations?,08/25/1980,date,World Organizations
When did Zimbabwe achieve membership status within the United Nations?,08/25/1980,date,World Organizations
At what specific date did Zimbabwe enter the United Nations?,08/25/1980,date,World Organizations
When did Zimbabwe become part of the United Nations?,08/25/1980,date,World Organizations
At what date did Zimbabwe receive membership in the United Nations?,08/25/1980,date,World Organizations
When was Zimbabwe accepted as a member of the United Nations?,08/25/1980,date,World Organizations
give me the date when Zimbabwe became a member of the UN,08/25/1980,date,World Organizations
When did Zimbabwe obtain its United Nations membership?,08/25/1980,date,World Organizations
what was the date when Zimbabwe acquired membership in the United Nations?,08/25/1980,date,World Organizations
At what year did Republic of AZERBAIJAN attain membership in the OIC?,1992,numeric,World Organizations
Which year was Republic of AZERBAIJAN admitted to the OIC?,1992,numeric,World Organizations
At what year did Republic of AZERBAIJAN gain entry into the OIC?,1992,numeric,World Organizations
When did Republic of AZERBAIJAN become a member state of the OIC?,1992,numeric,World Organizations
Republic of AZERBAIJAN year of admission into the OIC,1992,numeric,World Organizations
the year when Republic of AZERBAIJAN granted OIC membership?,1992,numeric,World Organizations
At what year did Republic of AZERBAIJAN secure its place in the OIC?,1992,numeric,World Organizations
Which year did Republic of AZERBAIJAN achieve membership status within the OIC?,1992,numeric,World Organizations
At what specific year did Republic of AZERBAIJAN enter the OIC?,1992,numeric,World Organizations
Which year did Republic of AZERBAIJAN become part of the OIC?,1992,numeric,World Organizations
At what year did Republic of AZERBAIJAN receive membership in the OIC?,1992,numeric,World Organizations
which year was Republic of AZERBAIJAN accepted as a member of the OIC?,1992,numeric,World Organizations
give me the year when Republic of AZERBAIJAN became a member of the OIC,1992,numeric,World Organizations
The year when Republic of AZERBAIJAN obtain its OIC membership?,1992,numeric,World Organizations
what was the year when Republic of AZERBAIJAN acquired membership in the OIC?,1992,numeric,World Organizations
At what year did Hashemite Kingdom of JORDAN attain membership in the OIC?,1969,numeric,World Organizations
Which year was Hashemite Kingdom of JORDAN admitted to the OIC?,1969,numeric,World Organizations
At what year did Hashemite Kingdom of JORDAN gain entry into the OIC?,1969,numeric,World Organizations
When did Hashemite Kingdom of JORDAN become a member state of the OIC?,1969,numeric,World Organizations
Hashemite Kingdom of JORDAN year of admission into the OIC,1969,numeric,World Organizations
the year when Hashemite Kingdom of JORDAN granted OIC membership?,1969,numeric,World Organizations
At what year did Hashemite Kingdom of JORDAN secure its place in the OIC?,1969,numeric,World Organizations
Which year did Hashemite Kingdom of JORDAN achieve membership status within the OIC?,1969,numeric,World Organizations
At what specific year did Hashemite Kingdom of JORDAN enter the OIC?,1969,numeric,World Organizations
Which year did Hashemite Kingdom of JORDAN become part of the OIC?,1969,numeric,World Organizations
At what year did Hashemite Kingdom of JORDAN receive membership in the OIC?,1969,numeric,World Organizations
which year was Hashemite Kingdom of JORDAN accepted as a member of the OIC?,1969,numeric,World Organizations
give me the year when Hashemite Kingdom of JORDAN became a member of the OIC,1969,numeric,World Organizations
The year when Hashemite Kingdom of JORDAN obtain its OIC membership?,1969,numeric,World Organizations
what was the year when Hashemite Kingdom of JORDAN acquired membership in the OIC?,1969,numeric,World Organizations
At what year did Islamic Republic of AFGHANISTAN attain membership in the OIC?,1969,numeric,World Organizations
Which year was Islamic Republic of AFGHANISTAN admitted to the OIC?,1969,numeric,World Organizations
At what year did Islamic Republic of AFGHANISTAN gain entry into the OIC?,1969,numeric,World Organizations
When did Islamic Republic of AFGHANISTAN become a member state of the OIC?,1969,numeric,World Organizations
Islamic Republic of AFGHANISTAN year of admission into the OIC,1969,numeric,World Organizations
the year when Islamic Republic of AFGHANISTAN granted OIC membership?,1969,numeric,World Organizations
At what year did Islamic Republic of AFGHANISTAN secure its place in the OIC?,1969,numeric,World Organizations
Which year did Islamic Republic of AFGHANISTAN achieve membership status within the OIC?,1969,numeric,World Organizations
At what specific year did Islamic Republic of AFGHANISTAN enter the OIC?,1969,numeric,World Organizations
Which year did Islamic Republic of AFGHANISTAN become part of the OIC?,1969,numeric,World Organizations
At what year did Islamic Republic of AFGHANISTAN receive membership in the OIC?,1969,numeric,World Organizations
which year was Islamic Republic of AFGHANISTAN accepted as a member of the OIC?,1969,numeric,World Organizations
