prompt_id,question,domain,domain_inconsistent,adversarial,dataset,n_samples,n_correct,n_incorrect,n_refused,n_definitive,frac_correct,frac_incorrect,frac_refused,hall_rate_strict,hall_rate_merged,p_halluc,score_mean,score_std,len_mean,len_std,H_sem,D_cos,D_cos_var,D_pair,K,sig2_S,label,type
q_274,Who was the winner of the Academy Awards/Oscars for Best actress in 1934?,Humanities,False,False,defan,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,1.9,1.1357816691600546,39.9,22.651490017215202,3.6414460711438803,0.38718658685684204,0.008536292240023613,0.6573256850242615,15,0.04984688386321068,1,name
q_275,Who claimed the Academy Awards/Oscars for Best actor in 1998?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.9,0.3,43.9,16.370400117284852,2.4464393446609165,0.2491397112607956,0.016462665051221848,0.45916739106178284,7,0.06873530149459839,1,name
q_276,Who garnered the Academy Awards/Oscars for Best actor in 1978?,Humanities,False,False,defan,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.25,1.6393596310755,54.55,25.734169891410914,3.4037016960385924,0.35966581106185913,0.015450227074325085,0.6210234761238098,13,0.053142812103033066,1,name
q_277,"In 2016, for which movie was Emma Stone awarded the Oscar?",Humanities,False,False,defan,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.65,0.47696960070847283,-1.4428232973175175e-12,0.004658239893615246,8.624330803286284e-06,0.009783937595784664,1,0.00010414204734843224,0,name
q_278,What is Louise Fletcher's birthdate (mm/dd/yyyy)?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.45,0.4974937185533099,9.45,0.9733961166965893,1.8332062193378391,0.11304152011871338,0.005873921327292919,0.22453105449676514,6,0.017828145995736122,1,date
q_279,"In 1930/31, which movie took home the Oscar for best picture?",Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.9,0.3,24.15,13.297650168356814,2.01924070462675,0.29637497663497925,0.05699683353304863,0.5314860939979553,7,0.13063697516918182,1,name
q_280,"When was Loretta Young born, indicating the date (mm/dd/yyyy)?",Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.5,0.5,9.9,0.30000000000000004,1.4689955935835104,0.11569367349147797,0.001261580502614379,0.22947612404823303,4,0.019275154918432236,1,date
q_281,What is the birthdate (mm/dd/yyyy) of Julia Roberts?,Humanities,False,False,defan,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,2.9,1.3747727084867523,10.0,0.0,-1.4428232973175175e-12,0.03191040828824043,0.0008016134379431605,0.06610798090696335,1,0.0055149029940366745,1,date
q_282,What is the birthdate (mm/dd/yyyy) of Clark Gable?,Humanities,False,False,defan,20,15,5,0,20,0.75,0.25,0.0,0.25,0.25,0.25,4.25,1.299038105676658,10.0,2.0,0.7475846798202459,0.05496051162481308,0.005845467559993267,0.11252682656049728,3,0.01423325389623642,0,date
q_283,What is the birth anniversary (mm/dd/yyyy) of Jose Ferrer?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.85,0.3570714214271425,9.9,0.8306623862918074,2.2149798205063824,0.12637367844581604,0.006723654456436634,0.24923904240131378,7,0.01959565095603466,1,date
q_284,Who garnered the Academy Awards/Oscars for Best actress in 1943?,Humanities,False,False,defan,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.35,1.6815171720800235,45.0,27.038860922753386,3.508694969544086,0.3330107033252716,0.02157977782189846,0.5843421816825867,13,0.05485335364937782,0,name
q_285,Which person triumphed in the Academy Awards/Oscars for Best actress in 1954?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.75,0.4330127018922193,36.25,20.18136516690583,3.108694969546972,0.31260019540786743,0.016630370169878006,0.5552436709403992,11,0.05885222926735878,1,name
q_286,"In 1979, for which movie was Sally Field awarded the Oscar?",Humanities,False,False,defan,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.7,1.6155494421403511,12.05,3.3537292675468007,1.6709505944474552,0.2855573296546936,0.07258118689060211,0.5153385400772095,5,0.16459375619888306,0,name
q_287,What is Emma Stone's date of birth (mm/dd/yyyy)?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,8.55,1.7741194999210173,0.5689955935849532,0.022709771990776062,0.002990917069837451,0.047267116606235504,3,0.006849991623312235,1,date
q_288,Who received recognition with the Academy Awards/Oscars for Best actor in 1983?,Humanities,False,False,defan,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,3.15,1.5256146302392357,31.8,19.249935064825547,2.960964047429254,0.3087465167045593,0.01665809564292431,0.5496512651443481,10,0.06605381518602371,1,name
q_289,Who received the Academy Awards/Oscars for Best actor in 2015?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.6,0.48989794855663565,56.25,16.403886734551662,3.58418371975899,0.30924421548843384,0.01883736625313759,0.5503753423690796,14,0.05151715874671936,1,name
q_290,"When was Maximilian Schell born, indicating the date (mm/dd/yyyy)?",Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.25,0.4330127018922193,9.85,0.47696960070847283,3.484183719760433,0.154304638504982,0.0019275450613349676,0.29978877305984497,13,0.007245439104735851,1,date
q_291,"In 1984, for which movie did F. Murray Abraham win the Oscar?",Humanities,False,False,defan,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.05,16.3507645081201,0.4689955935863958,0.046857237815856934,0.011790995486080647,0.09633588045835495,2,0.028309311717748642,0,name
q_292,"In 2011, for which film did Michel Hazanavicius win the Oscar?",Humanities,False,False,defan,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.15,6.174746958378132,0.28639695711307084,0.02874447964131832,0.009860062040388584,0.0596451461315155,2,0.021842321380972862,0,name
q_293,"In 1971, for which movie was Jane Fonda awarded the Oscar?",Humanities,False,False,defan,20,14,6,0,20,0.7,0.3,0.0,0.3,0.3,0.3,3.85,1.7684739183827394,10.25,7.20329785584353,1.5567796494383834,0.23772987723350525,0.0933336466550827,0.440993994474411,6,0.16175033152103424,0,name
q_294,Who was awarded the Academy Awards/Oscars for Best actress in 1980?,Humanities,False,False,defan,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.2,0.9797958971132711,34.4,22.92465921229801,2.2464393446609163,0.1845690757036209,0.022828808054327965,0.35270795226097107,7,0.05673028528690338,1,name
q_295,"In 1975, which film secured Louise Fletcher the Oscar?",Humanities,False,False,defan,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,35.15,10.292108627487373,0.4689955935863958,0.03373401612043381,0.0067550428211688995,0.06982097774744034,2,0.01689961925148964,0,name
q_296,Which movie resulted in Audrey Hepburn winning the Oscar in 1953?,Humanities,False,False,defan,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14.9,6.4645185435575945,0.28639695711307084,0.025205442681908607,0.007386838085949421,0.052395258098840714,2,0.01649422012269497,0,name
q_297,Which film granted Julie Christie the Oscar in 1965?,Humanities,False,False,defan,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.05,1.8020821290940099,36.85,23.26859471476522,3.746439344649374,0.35924580693244934,0.029163947328925133,0.620456874370575,15,0.04916480556130409,1,name
q_298,Which movie received the best picture Oscar in 2020?,Humanities,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.85,0.3570714214271425,21.4,20.41176131547692,2.0232196723268516,0.2882540822029114,0.05076941102743149,0.5193874835968018,6,0.12641002237796783,1,name
q_299,"In 2018, for which movie did Olivia Colman win the Oscar?",Humanities,False,False,defan,20,17,3,0,20,0.85,0.15,0.0,0.15,0.15,0.15,4.45,1.3219304066402287,19.15,14.234728659163125,1.2917601481737602,0.17796126008033752,0.07148919999599457,0.3413183093070984,5,0.12903201580047607,0,name
q_300,give me Argentina’s date of admission (dd/mm/yyyy format) into the UN,Social Sciences,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.8,0.8717797887081347,14.75,1.699264546796643,1.8192407046296353,0.12428929656744003,0.011543074622750282,0.24540072679519653,5,0.031171726062893867,1,date
q_301,At what year did Union of The COMOROS gain entry into the OIC?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.95,0.21794494717703372,6.75,8.560811877386396,3.784183719757547,0.24096858501434326,0.010782336816191673,0.446180522441864,15,0.024096647277474403,1,numeric
q_302,give me Viet Nam’s date of admission (dd/mm/yyyy format) into the UN,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.85,0.3570714214271425,11.55,3.9175885439897846,0.8841837197748608,0.050093185156583786,0.0014714559074491262,0.10281781852245331,3,0.0045778644271194935,1,date
q_303,Which year was Republic of GUINEA admitted to the OIC?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.8,0.4,9.05,16.31402770624103,3.241446071148209,0.2419302761554718,0.026610666885972023,0.4477158784866333,12,0.050596121698617935,1,numeric
q_304,give me the year when BRUNEI-DARUSSALAM became a member of the OIC,Social Sciences,False,False,defan,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.6,1.2,7.8,5.2115256883181535,3.746439344649374,0.23443348705768585,0.004484228789806366,0.4356926381587982,15,0.02674923464655876,1,numeric
q_305,At what year did Republic of SIERRA LEONE receive membership in the OIC?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,7.05,11.926755635964039,3.6464393446508163,0.2322254627943039,0.015849752351641655,0.43212857842445374,14,0.0304995309561491,1,numeric
q_306,At what date did Georgia attain membership in the United Nations?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,17.35,0.8529361054615989,0.28639695711307084,0.03532875329256058,0.005103059578686953,0.0730624720454216,2,0.011365385726094246,1,date
q_307,At what date did Dominica attain membership in the United Nations?,Social Sciences,False,False,defan,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.45,3.65,1.4924811556599298,17.65,0.7262919523166974,1.4567796494398262,0.07582990825176239,0.00449928967282176,0.1535891592502594,5,0.01303880475461483,0,date
q_308,When was Dominica admitted to the United Nations?,Social Sciences,False,False,defan,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.2,4.4,1.2,16.9,1.6999999999999997,0.8475846798188033,0.0636030063033104,0.007414465304464102,0.12964284420013428,4,0.01721850037574768,0,date
q_309,At what date did Rwanda attain membership in the United Nations?,Social Sciences,False,False,defan,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.25,0.9420721840708386,16.45,3.4420197558991434,0.28639695711307084,0.05747435614466667,0.015569530427455902,0.11752128601074219,2,0.03277682512998581,1,date
q_310,Which year was Islamic Republic of PAKISTAN admitted to the OIC?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.95,0.21794494717703372,5.0,3.0166206257996713,2.2464393446609163,0.1445024013519287,0.015234778635203838,0.2822357714176178,7,0.03924648463726044,1,numeric
q_311,what was the date when South Africa acquired membership in the United Nations?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.75,0.4330127018922193,15.9,1.7578395831246947,1.2567796494412689,0.1177254170179367,0.011990305036306381,0.23325446248054504,4,0.03343580290675163,1,date
q_312,When was Argentina granted UN membership?,Social Sciences,False,False,defan,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.45,3.6,1.562049935181331,17.15,8.850282481367474,1.7709505944460127,0.13620905578136444,0.019807741045951843,0.26722660660743713,6,0.04599013552069664,0,date
q_313,At what date did Timor-Leste secure its place in the United Nations?,Social Sciences,False,False,defan,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.35,1.4924811556599298,16.8,2.379075450674064,-1.4428232973175175e-12,0.041062794625759125,0.0003603950026445091,0.08467292040586472,1,0.00201609218493104,1,date
q_314,At what date did Gabon receive membership in the United Nations?,Social Sciences,False,False,defan,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.25,0.9420721840708386,16.0,3.714835124201342,0.5689955935849532,0.06755898892879486,0.01703358069062233,0.13742518424987793,3,0.035531435161828995,1,date
q_315,At what specific year did Republic of TAJIKISTAN enter the OIC?,Social Sciences,False,False,defan,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.8,1.661324772583615,15.6,26.337046151761214,3.3219280948700494,0.24041923880577087,0.024317193776369095,0.44530221819877625,12,0.05199364945292473,1,numeric
q_316,When did Azerbaijan become a member state of the United Nations?,Social Sciences,False,False,defan,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.6,1.2,16.35,1.9817921182606413,0.7219280948844771,0.06049715355038643,0.0022771735675632954,0.12350989878177643,2,0.009800639934837818,1,date
q_317,When did Tonga achieve membership status within the United Nations?,Social Sciences,False,False,defan,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.1,1.044030650891055,15.85,2.1041625412500813,1.6709505944474552,0.13094696402549744,0.00620750617235899,0.2576283812522888,5,0.01902327686548233,1,date
q_318,At what year did Republic of GUYANA secure its place in the OIC?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.85,0.3570714214271425,12.6,19.863030987238577,3.4464393446537027,0.2983955442905426,0.045726340264081955,0.5344748497009277,12,0.08702775090932846,1,numeric
q_319,At what year did People’s Democratic Republic of ALGERIA attain membership in the OIC?,Social Sciences,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.15,0.6538348415311012,8.0,15.836666315863324,3.408694969545529,0.20245447754859924,0.010118382051587105,0.3830748200416565,12,0.024565836414694786,1,numeric
q_320,At what date did Botswana gain entry into the United Nations?,Social Sciences,False,False,defan,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.4,1.1135528725660044,17.95,1.6874537030686203,0.7475846798202459,0.05789884179830551,0.007616744842380285,0.11836358159780502,3,0.018185438588261604,1,date
q_321,Which year was Republic of TOGO admitted to the OIC?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.6,0.48989794855663565,7.8,15.42271052701178,2.758871848430933,0.2296462506055832,0.01893501915037632,0.42795297503471375,10,0.05576334148645401,1,numeric
q_322,give me the date when Romania became a member of the UN,Social Sciences,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.05,0.739932429347437,17.45,0.9205976319760983,0.7475846798202459,0.059610724449157715,0.00787563156336546,0.12175580114126205,3,0.018325669690966606,1,date
q_323,When did Peru become part of the United Nations?,Social Sciences,False,False,defan,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,3.2,1.469693845669907,16.4,3.0886890422961004,1.2917601481737602,0.10437242686748505,0.0171530582010746,0.20826439559459686,5,0.03676673397421837,1,date
q_324,When did Gabon become a member state of the United Nations?,Social Sciences,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.15,0.6538348415311012,16.7,1.452583904633395,-1.4428232973175175e-12,0.01902768574655056,0.00011638631258392707,0.039677251130342484,1,0.0006952513940632343,1,date
q_325,When was Bahrain admitted to the United Nations?,Social Sciences,False,False,defan,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.35,1.4924811556599298,17.0,1.5811388300841898,1.1812908992263647,0.0770997554063797,0.004153035581111908,0.1560581624507904,3,0.014344168826937675,1,date
q_326,At what date did China secure its place in the United Nations?,Social Sciences,False,False,defan,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.45,3.65,1.4924811556599298,19.1,14.32445461439981,1.5954618442325508,0.1619071215391159,0.008727002888917923,0.31326332688331604,4,0.050533607602119446,0,date
q_327,When was Bolivia accepted as a member of the United Nations?,Social Sciences,False,False,defan,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,3.2,1.469693845669907,20.25,12.356678356257397,1.7387586809077948,0.12749266624450684,0.018054941669106483,0.2512957453727722,5,0.04361527040600777,1,date
q_328,what was the date when Togo acquired membership in the United Nations?,Social Sciences,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.45,0.9205976319760985,15.8,1.6613247725836149,1.5588718484410324,0.15306060016155243,0.0026055078487843275,0.29757222533226013,3,0.026633892208337784,1,date
q_329,what was the date when Chile acquired membership in the United Nations?,Social Sciences,False,False,defan,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.5,1.5,15.7,3.132091952673165,1.2917601481737602,0.08151841163635254,0.011899322271347046,0.1646227389574051,5,0.027301058173179626,0,date
q_330,At what date did Ethiopia receive membership in the United Nations?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.5,0.5,15.5,2.1330729007701543,1.4366664819109167,0.11915798485279083,0.0053895399905741215,0.23591291904449463,4,0.02806861512362957,1,date
q_331,At what date did Rwanda receive membership in the United Nations?,Social Sciences,False,False,defan,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.25,0.9420721840708386,15.3,2.3473389188611002,0.5689955935849532,0.07375210523605347,0.013827161863446236,0.1495419591665268,3,0.02899186499416828,1,date
q_332,At what date did Albania receive membership in the United Nations?,Social Sciences,False,False,defan,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.75,1.5451537140362444,17.1,1.5779733838059498,0.28639695711307084,0.043772272765636444,0.013236412778496742,0.09013527631759644,2,0.02880256623029709,0,date
q_333,The year when Republic of ALBANIA obtain its OIC membership?,Social Sciences,False,False,defan,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.05,1.0712142642814275,21.7,24.809473996842414,3.384183719761876,0.3452198803424835,0.014291128143668175,0.6013293862342834,12,0.06071671098470688,1,numeric
q_334,When was El Salvador accepted as a member of the United Nations?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.15,0.3570714214271425,18.05,0.8046738469715541,2.0086949695556284,0.11579348891973495,0.0053471168503165245,0.22966206073760986,5,0.015949850901961327,1,date
q_335,what was the year when State of PALESTINE acquired membership in the OIC?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.7,0.45825756949558394,8.2,15.220381072758988,3.0393538721513305,0.2610722482204437,0.013320150785148144,0.47787997126579285,11,0.0547318272292614,1,numeric
q_336,When was China granted UN membership?,Social Sciences,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.15,0.6538348415311012,16.5,0.5,0.28639695711307084,0.02514737844467163,0.00736981863155961,0.052276164293289185,2,0.01643350161612034,1,date
q_337,Republic of TOGO year of admission into the OIC,Social Sciences,False,False,defan,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.05,1.0712142642814273,9.9,17.52113010053861,3.208694969545529,0.2766898572444916,0.022846458479762077,0.5019181966781616,12,0.05799500271677971,1,numeric
q_338,When did Georgia obtain its United Nations membership?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.3,0.45825756949558394,18.2,7.769169839822013,1.3190352743330953,0.13645219802856445,0.023712102323770523,0.2676685154438019,4,0.055198803544044495,1,date
q_339,what was the date when France acquired membership in the United Nations?,Social Sciences,False,False,defan,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.65,1.388344337691482,19.9,13.80543371285379,1.8427376486064537,0.1002998799085617,0.0025406554341316223,0.2005680948495865,5,0.014767698012292385,1,date
q_340,what was the date when United Arab Emirates acquired membership in the United Nations?,Social Sciences,False,False,defan,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.95,1.4309088021254186,17.0,1.6733200530681511,0.28639695711307084,0.043155841529369354,0.013098743744194508,0.08889392018318176,2,0.02887824736535549,0,date
q_341,what was the date when Republic of Moldova acquired membership in the United Nations?,Social Sciences,False,False,defan,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.55,1.2439855304624727,17.1,1.3,0.28639695711307084,0.031631506979465485,0.0032756042201071978,0.06553925573825836,2,0.007377790752798319,1,date
q_342,At what specific date did Singapore enter the United Nations?,Social Sciences,False,False,defan,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,3.15,1.5256146302392357,18.7,0.45825756949558405,1.4190352743316528,0.0822858139872551,0.008779970929026604,0.16610591113567352,5,0.023799562826752663,1,date
q_343,At what date did Equatorial Guinea gain entry into the United Nations?,Social Sciences,False,False,defan,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.95,1.4309088021254186,17.45,0.9205976319760986,0.8841837197748609,0.05474996566772461,0.003366850782185793,0.1121077761054039,3,0.010433435440063477,0,date
q_344,When did Singapore obtain its United Nations membership?,Social Sciences,False,False,defan,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.25,0.9420721840708386,16.7,3.7563279941985894,2.2464393446609163,0.16097889840602875,0.012558800168335438,0.31162479519844055,7,0.036392953246831894,1,date
q_345,When did Rwanda become a member state of the United Nations?,Social Sciences,False,False,defan,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.75,1.299038105676658,19.45,18.285171587928836,1.1917601481752027,0.1509932577610016,0.03888342157006264,0.2938815951347351,4,0.08047343045473099,1,date
q_346,At what year did Kingdom of MOROCCO receive membership in the OIC?,Social Sciences,False,False,defan,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.6,1.2,4.2,0.39999999999999997,3.141446071149652,0.16411375999450684,0.00788841862231493,0.3171516954898834,11,0.021301936358213425,1,numeric
q_347,give me the date when Georgia became a member of the UN,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.55,0.4974937185533099,16.0,3.1144823004794873,1.0219280948815916,0.09069602191448212,0.02138076163828373,0.1822802722454071,4,0.0459870807826519,1,date
q_348,When was Qatar granted UN membership?,Social Sciences,False,False,defan,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.2,1.6613247725836149,19.1,8.245604889879214,1.9609640474364678,0.20246446132659912,0.009291356429457664,0.383091539144516,5,0.046667926013469696,1,date
q_349,When was Algeria granted UN membership?,Social Sciences,False,False,defan,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.45,3.65,1.4924811556599298,16.7,1.5524174696260025,0.28639695711307084,0.05165176838636398,0.002142374636605382,0.10593217611312866,2,0.005633984692394733,0,date
q_350,When did Trinidad and Tobago become a member state of the United Nations?,Social Sciences,False,False,defan,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.05,4.85,0.6538348415311012,17.9,1.4456832294800956,-1.4428232973175175e-12,0.01702854037284851,0.00013727280020248145,0.03554440662264824,1,0.001100863446481526,0,date
q_351,When was Armenia granted UN membership?,Social Sciences,False,False,defan,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.5,1.5,16.7,8.075270893288966,1.6437519544132886,0.10142417997121811,0.012244852259755135,0.2026963084936142,5,0.027809282764792442,0,date
q_352,Which year did Republic of AZERBAIJAN achieve membership status within the OIC?,Social Sciences,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.65,0.9096702699330124,6.0,3.96232255123179,3.4219280948700495,0.23849983513355255,0.006722662597894669,0.44222885370254517,12,0.026601005345582962,1,numeric
q_353,which year was Republic of IRAQ accepted as a member of the OIC?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.75,0.4330127018922193,10.55,15.695461127345064,3.9841837197546632,0.33381953835487366,0.018818316981196404,0.5854775905609131,17,0.04107659310102463,1,numeric
q_354,When did Republic of MOZAMBIQUE become a member state of the OIC?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.8,0.4,14.55,9.473515714875866,2.6577174691157213,0.17360928654670715,0.020680513232946396,0.3337666988372803,10,0.04255564510822296,1,numeric
q_355,When did Djibouti become part of the United Nations?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.95,0.21794494717703372,14.45,1.8296174463531987,1.7128876215123894,0.1273607611656189,0.001570213818922639,0.2510533630847931,4,0.025051066651940346,1,date
q_356,When did Australia become part of the United Nations?,Social Sciences,False,False,defan,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,3.05,1.4309088021254186,27.55,18.54042879763033,1.9149798205092678,0.15228763222694397,0.012065963819622993,0.2961931824684143,5,0.05018865317106247,1,date
q_357,At what year did Arab Republic of EGYPT attain membership in the OIC?,Social Sciences,False,False,defan,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.3,0.9,13.75,23.24193408475293,3.0609640474278113,0.23581457138061523,0.03222056105732918,0.4379163682460785,11,0.06224967911839485,1,numeric
q_358,At what date did Cyprus secure its place in the United Nations?,Social Sciences,False,False,defan,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.75,1.5451537140362444,16.2,2.227105745132009,0.5689955935849532,0.059160035103559494,0.00354836811311543,0.12086328864097595,3,0.008086415007710457,0,date
q_359,the year when Republic of Türkiye granted OIC membership?,Social Sciences,False,False,defan,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.25,0.4330127018922193,9.25,14.689707280950154,2.8393538721527736,0.21699678897857666,0.02271444723010063,0.4072696566581726,10,0.051702383905649185,1,numeric
q_360,When was Angola accepted as a member of the United Nations?,Social Sciences,False,False,defan,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.45,1.3219304066402287,15.8,2.6570660511172846,2.157717469121492,0.14323380589485168,0.012792780995368958,0.27994903922080994,6,0.03462836146354675,1,date
q_361,When did Tuvalu become part of the United Nations?,Social Sciences,False,False,defan,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.15,0.6538348415311012,17.7,8.264986388373545,1.1219280948801489,0.11506666988134384,0.02717449702322483,0.22830836474895477,5,0.05536879971623421,1,date
q_362,what was the year when Hashemite Kingdom of JORDAN acquired membership in the OIC?,Social Sciences,False,False,defan,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.3,0.9,8.3,14.244648117801997,2.323219672323966,0.1845337450504303,0.026573946699500084,0.35264724493026733,8,0.05141352489590645,1,numeric
q_363,what was the date when Dominica acquired membership in the United Nations?,Social Sciences,False,False,defan,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,3.2,1.469693845669907,16.6,1.8,1.9804820237131844,0.112079918384552,0.0034976652823388577,0.22273463010787964,6,0.013714787550270557,1,date
q_364,When was Afghanistan admitted to the United Nations?,Social Sciences,False,False,defan,20,17,3,0,20,0.85,0.15,0.0,0.15,0.15,0.15,4.55,1.0712142642814275,16.25,2.947456530637899,0.5689955935849532,0.05015922337770462,0.0034794467501342297,0.10294995456933975,3,0.008068562485277653,0,date
q_365,When did Senegal achieve membership status within the United Nations?,Social Sciences,False,False,defan,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,2.9,1.374772708486752,15.4,3.277193921634788,0.7475846798202459,0.06718947738409042,0.0059792338870465755,0.13669948279857635,3,0.014093690551817417,1,date
