id,prompt_id,question,reference_answer,model_answer,type,domain_fixed,correctness_fixed,label,p_hat,y_i,p_hat_bin
defan_00426_t1.0_ans17,defan_00426_t1.0,What venue hosted ICCV in 1998?,"Mumbai, India",Sydney Australia,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00426_t1.0_ans18,defan_00426_t1.0,What venue hosted ICCV in 1998?,"Mumbai, India",Sydney Australia,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00426_t1.0_ans19,defan_00426_t1.0,What venue hosted ICCV in 1998?,"Mumbai, India",Lillehammer,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00427_t1.0_ans00,defan_00427_t1.0,ICCV 2015 location,"Santiago, Chile",Paris,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00427_t1.0_ans01,defan_00427_t1.0,ICCV 2015 location,"Santiago, Chile",Orlando,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00427_t1.0_ans02,defan_00427_t1.0,ICCV 2015 location,"Santiago, Chile","Tokyo, Japan",city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00427_t1.0_ans03,defan_00427_t1.0,ICCV 2015 location,"Santiago, Chile",Vienna,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00427_t1.0_ans04,defan_00427_t1.0,ICCV 2015 location,"Santiago, Chile",Paris,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00427_t1.0_ans05,defan_00427_t1.0,ICCV 2015 location,"Santiago, Chile","Tokyo, Japan",city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00427_t1.0_ans06,defan_00427_t1.0,ICCV 2015 location,"Santiago, Chile",Beijing,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00427_t1.0_ans07,defan_00427_t1.0,ICCV 2015 location,"Santiago, Chile",Barcelona,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00427_t1.0_ans08,defan_00427_t1.0,ICCV 2015 location,"Santiago, Chile",New Orleans,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00427_t1.0_ans09,defan_00427_t1.0,ICCV 2015 location,"Santiago, Chile",Beijing,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00427_t1.0_ans10,defan_00427_t1.0,ICCV 2015 location,"Santiago, Chile",Dubai,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00427_t1.0_ans11,defan_00427_t1.0,ICCV 2015 location,"Santiago, Chile",Milan,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00427_t1.0_ans12,defan_00427_t1.0,ICCV 2015 location,"Santiago, Chile",Singapore,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00427_t1.0_ans13,defan_00427_t1.0,ICCV 2015 location,"Santiago, Chile",Milan,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00427_t1.0_ans14,defan_00427_t1.0,ICCV 2015 location,"Santiago, Chile","Shanghai, China",city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00427_t1.0_ans15,defan_00427_t1.0,ICCV 2015 location,"Santiago, Chile",Sydney,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00427_t1.0_ans16,defan_00427_t1.0,ICCV 2015 location,"Santiago, Chile",Rome,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00427_t1.0_ans17,defan_00427_t1.0,ICCV 2015 location,"Santiago, Chile",Rome,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00427_t1.0_ans18,defan_00427_t1.0,ICCV 2015 location,"Santiago, Chile",Rome,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00427_t1.0_ans19,defan_00427_t1.0,ICCV 2015 location,"Santiago, Chile",Beijing,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00428_t1.0_ans00,defan_00428_t1.0,What location accommodated EMNLP in 2014?," Doha, Qatar","Victoria,BC",city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00428_t1.0_ans01,defan_00428_t1.0,What location accommodated EMNLP in 2014?," Doha, Qatar",Detroit,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00428_t1.0_ans02,defan_00428_t1.0,What location accommodated EMNLP in 2014?," Doha, Qatar",Montreal,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00428_t1.0_ans03,defan_00428_t1.0,What location accommodated EMNLP in 2014?," Doha, Qatar",Baltimore,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00428_t1.0_ans04,defan_00428_t1.0,What location accommodated EMNLP in 2014?," Doha, Qatar",Tokyo,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00428_t1.0_ans05,defan_00428_t1.0,What location accommodated EMNLP in 2014?," Doha, Qatar","Hanoi, Vietnam",city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00428_t1.0_ans06,defan_00428_t1.0,What location accommodated EMNLP in 2014?," Doha, Qatar",Sapporo,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00428_t1.0_ans07,defan_00428_t1.0,What location accommodated EMNLP in 2014?," Doha, Qatar",Minneapolis,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00428_t1.0_ans08,defan_00428_t1.0,What location accommodated EMNLP in 2014?," Doha, Qatar","Thessaloniki, Greece",city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00428_t1.0_ans09,defan_00428_t1.0,What location accommodated EMNLP in 2014?," Doha, Qatar",Singapore,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00428_t1.0_ans10,defan_00428_t1.0,What location accommodated EMNLP in 2014?," Doha, Qatar",Baltimore,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00428_t1.0_ans11,defan_00428_t1.0,What location accommodated EMNLP in 2014?," Doha, Qatar",Nantes (and other),city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00428_t1.0_ans12,defan_00428_t1.0,What location accommodated EMNLP in 2014?," Doha, Qatar",Lappeenranta Finland,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00428_t1.0_ans13,defan_00428_t1.0,What location accommodated EMNLP in 2014?," Doha, Qatar",Taipei,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00428_t1.0_ans14,defan_00428_t1.0,What location accommodated EMNLP in 2014?," Doha, Qatar",Singapore,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00428_t1.0_ans15,defan_00428_t1.0,What location accommodated EMNLP in 2014?," Doha, Qatar",Vitoria-Gasteiz,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00428_t1.0_ans16,defan_00428_t1.0,What location accommodated EMNLP in 2014?," Doha, Qatar",Portland,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00428_t1.0_ans17,defan_00428_t1.0,What location accommodated EMNLP in 2014?," Doha, Qatar",Portland,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00428_t1.0_ans18,defan_00428_t1.0,What location accommodated EMNLP in 2014?," Doha, Qatar",Edinburgh,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00428_t1.0_ans19,defan_00428_t1.0,What location accommodated EMNLP in 2014?," Doha, Qatar",Boston,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00429_t1.0_ans00,defan_00429_t1.0,"In 2013, where was ICCV held?","Sydney, Australia",India,city,Conference venue,hallucination,1,0.95,1,"(0.8, 1.0]"
defan_00429_t1.0_ans01,defan_00429_t1.0,"In 2013, where was ICCV held?","Sydney, Australia",Pune,city,Conference venue,hallucination,1,0.95,1,"(0.8, 1.0]"
defan_00429_t1.0_ans02,defan_00429_t1.0,"In 2013, where was ICCV held?","Sydney, Australia",Melbourne,city,Conference venue,hallucination,1,0.95,1,"(0.8, 1.0]"
defan_00429_t1.0_ans03,defan_00429_t1.0,"In 2013, where was ICCV held?","Sydney, Australia",Pune,city,Conference venue,hallucination,1,0.95,1,"(0.8, 1.0]"
defan_00429_t1.0_ans04,defan_00429_t1.0,"In 2013, where was ICCV held?","Sydney, Australia",India,city,Conference venue,hallucination,1,0.95,1,"(0.8, 1.0]"
defan_00429_t1.0_ans05,defan_00429_t1.0,"In 2013, where was ICCV held?","Sydney, Australia",Delhi,city,Conference venue,hallucination,1,0.95,1,"(0.8, 1.0]"
defan_00429_t1.0_ans06,defan_00429_t1.0,"In 2013, where was ICCV held?","Sydney, Australia",Brazil,city,Conference venue,hallucination,1,0.95,1,"(0.8, 1.0]"
defan_00429_t1.0_ans07,defan_00429_t1.0,"In 2013, where was ICCV held?","Sydney, Australia",Fukuoka,city,Conference venue,hallucination,1,0.95,1,"(0.8, 1.0]"
defan_00429_t1.0_ans08,defan_00429_t1.0,"In 2013, where was ICCV held?","Sydney, Australia",Buenos Aires,city,Conference venue,hallucination,1,0.95,1,"(0.8, 1.0]"
defan_00429_t1.0_ans09,defan_00429_t1.0,"In 2013, where was ICCV held?","Sydney, Australia",Pune,city,Conference venue,hallucination,1,0.95,1,"(0.8, 1.0]"
defan_00429_t1.0_ans10,defan_00429_t1.0,"In 2013, where was ICCV held?","Sydney, Australia",Fukuoka,city,Conference venue,hallucination,1,0.95,1,"(0.8, 1.0]"
defan_00429_t1.0_ans11,defan_00429_t1.0,"In 2013, where was ICCV held?","Sydney, Australia",Bangkok,city,Conference venue,hallucination,1,0.95,1,"(0.8, 1.0]"
defan_00429_t1.0_ans12,defan_00429_t1.0,"In 2013, where was ICCV held?","Sydney, Australia",Hyderabad,city,Conference venue,hallucination,1,0.95,1,"(0.8, 1.0]"
defan_00429_t1.0_ans13,defan_00429_t1.0,"In 2013, where was ICCV held?","Sydney, Australia",Pune,city,Conference venue,hallucination,1,0.95,1,"(0.8, 1.0]"
defan_00429_t1.0_ans14,defan_00429_t1.0,"In 2013, where was ICCV held?","Sydney, Australia",Miami,city,Conference venue,hallucination,1,0.95,1,"(0.8, 1.0]"
defan_00429_t1.0_ans15,defan_00429_t1.0,"In 2013, where was ICCV held?","Sydney, Australia",Sydney Australia,city,Conference venue,correct,0,0.95,1,"(0.8, 1.0]"
defan_00429_t1.0_ans16,defan_00429_t1.0,"In 2013, where was ICCV held?","Sydney, Australia",Tokyo,city,Conference venue,hallucination,1,0.95,1,"(0.8, 1.0]"
defan_00429_t1.0_ans17,defan_00429_t1.0,"In 2013, where was ICCV held?","Sydney, Australia",Bangkok,city,Conference venue,hallucination,1,0.95,1,"(0.8, 1.0]"
defan_00429_t1.0_ans18,defan_00429_t1.0,"In 2013, where was ICCV held?","Sydney, Australia",Beijing,city,Conference venue,hallucination,1,0.95,1,"(0.8, 1.0]"
defan_00429_t1.0_ans19,defan_00429_t1.0,"In 2013, where was ICCV held?","Sydney, Australia",Pune,city,Conference venue,hallucination,1,0.95,1,"(0.8, 1.0]"
defan_00430_t1.0_ans00,defan_00430_t1.0,What was the location for CVPR in 2005?,"San Diego, California",Taiwan,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00430_t1.0_ans01,defan_00430_t1.0,What was the location for CVPR in 2005?,"San Diego, California",Crete,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00430_t1.0_ans02,defan_00430_t1.0,What was the location for CVPR in 2005?,"San Diego, California",Taipei,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00430_t1.0_ans03,defan_00430_t1.0,What was the location for CVPR in 2005?,"San Diego, California",Taiwan,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00430_t1.0_ans04,defan_00430_t1.0,What was the location for CVPR in 2005?,"San Diego, California","Kohoma, Finland",city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00430_t1.0_ans05,defan_00430_t1.0,What was the location for CVPR in 2005?,"San Diego, California",Taiwan,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00430_t1.0_ans06,defan_00430_t1.0,What was the location for CVPR in 2005?,"San Diego, California","Crete, Greece",city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00430_t1.0_ans07,defan_00430_t1.0,What was the location for CVPR in 2005?,"San Diego, California",2005: Taipei,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00430_t1.0_ans08,defan_00430_t1.0,What was the location for CVPR in 2005?,"San Diego, California",Taiwan,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00430_t1.0_ans09,defan_00430_t1.0,What was the location for CVPR in 2005?,"San Diego, California",Taiwan,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00430_t1.0_ans10,defan_00430_t1.0,What was the location for CVPR in 2005?,"San Diego, California",South Korea,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00430_t1.0_ans11,defan_00430_t1.0,What was the location for CVPR in 2005?,"San Diego, California",Taiba,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00430_t1.0_ans12,defan_00430_t1.0,What was the location for CVPR in 2005?,"San Diego, California",New Orleans,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00430_t1.0_ans13,defan_00430_t1.0,What was the location for CVPR in 2005?,"San Diego, California","Taipei, Taiwan",city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00430_t1.0_ans14,defan_00430_t1.0,What was the location for CVPR in 2005?,"San Diego, California",Hawaii,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00430_t1.0_ans15,defan_00430_t1.0,What was the location for CVPR in 2005?,"San Diego, California",Taiwan,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00430_t1.0_ans16,defan_00430_t1.0,What was the location for CVPR in 2005?,"San Diego, California",New Orleans,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00430_t1.0_ans17,defan_00430_t1.0,What was the location for CVPR in 2005?,"San Diego, California",Taipei,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00430_t1.0_ans18,defan_00430_t1.0,What was the location for CVPR in 2005?,"San Diego, California",Taiwan,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00430_t1.0_ans19,defan_00430_t1.0,What was the location for CVPR in 2005?,"San Diego, California",Koh Koda (2004) and Seoul (2006) in Asia,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00431_t1.0_ans00,defan_00431_t1.0,What was the location of CVPR in 2003?,"Madison, Wisconsin",Kyoto,city,Conference venue,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00431_t1.0_ans01,defan_00431_t1.0,What was the location of CVPR in 2003?,"Madison, Wisconsin",Madison,city,Conference venue,correct,0,0.6,1,"(0.4, 0.6]"
defan_00431_t1.0_ans02,defan_00431_t1.0,What was the location of CVPR in 2003?,"Madison, Wisconsin",Vancouver,city,Conference venue,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00431_t1.0_ans03,defan_00431_t1.0,What was the location of CVPR in 2003?,"Madison, Wisconsin","Madison, Wisconsin",city,Conference venue,correct,0,0.6,1,"(0.4, 0.6]"
defan_00431_t1.0_ans04,defan_00431_t1.0,What was the location of CVPR in 2003?,"Madison, Wisconsin",Vancouver,city,Conference venue,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00431_t1.0_ans05,defan_00431_t1.0,What was the location of CVPR in 2003?,"Madison, Wisconsin","Madison WI, USA",city,Conference venue,correct,0,0.6,1,"(0.4, 0.6]"
defan_00431_t1.0_ans06,defan_00431_t1.0,What was the location of CVPR in 2003?,"Madison, Wisconsin","Madison, Wisconsin, USA",city,Conference venue,correct,0,0.6,1,"(0.4, 0.6]"
defan_00431_t1.0_ans07,defan_00431_t1.0,What was the location of CVPR in 2003?,"Madison, Wisconsin","Madison WI, USA",city,Conference venue,correct,0,0.6,1,"(0.4, 0.6]"
defan_00431_t1.0_ans08,defan_00431_t1.0,What was the location of CVPR in 2003?,"Madison, Wisconsin","Reykjavik, Iceland",city,Conference venue,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00431_t1.0_ans09,defan_00431_t1.0,What was the location of CVPR in 2003?,"Madison, Wisconsin","Madison, WI",city,Conference venue,correct,0,0.6,1,"(0.4, 0.6]"
defan_00431_t1.0_ans10,defan_00431_t1.0,What was the location of CVPR in 2003?,"Madison, Wisconsin",Hong Kong,city,Conference venue,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00431_t1.0_ans11,defan_00431_t1.0,What was the location of CVPR in 2003?,"Madison, Wisconsin",IEEE Computer Society conference,city,Conference venue,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00431_t1.0_ans12,defan_00431_t1.0,What was the location of CVPR in 2003?,"Madison, Wisconsin",Madison Wisconsin USA,city,Conference venue,correct,0,0.6,1,"(0.4, 0.6]"
defan_00431_t1.0_ans13,defan_00431_t1.0,What was the location of CVPR in 2003?,"Madison, Wisconsin","Madison Square Garden, New York, NY",city,Conference venue,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00431_t1.0_ans14,defan_00431_t1.0,What was the location of CVPR in 2003?,"Madison, Wisconsin","Vol. 16, Issue 2",city,Conference venue,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00431_t1.0_ans15,defan_00431_t1.0,What was the location of CVPR in 2003?,"Madison, Wisconsin",I don't know (or) unknown,city,Conference venue,refused,1,0.6,1,"(0.4, 0.6]"
defan_00431_t1.0_ans16,defan_00431_t1.0,What was the location of CVPR in 2003?,"Madison, Wisconsin",Hong Kong,city,Conference venue,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00431_t1.0_ans17,defan_00431_t1.0,What was the location of CVPR in 2003?,"Madison, Wisconsin",Watanabe Japan,city,Conference venue,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00431_t1.0_ans18,defan_00431_t1.0,What was the location of CVPR in 2003?,"Madison, Wisconsin","Nice, France",city,Conference venue,hallucination,1,0.6,1,"(0.4, 0.6]"
defan_00431_t1.0_ans19,defan_00431_t1.0,What was the location of CVPR in 2003?,"Madison, Wisconsin",Madison WI,city,Conference venue,correct,0,0.6,1,"(0.4, 0.6]"
defan_00432_t1.0_ans00,defan_00432_t1.0,What was the venue of CVPR in 2006?,"New York City, New York",New Orleans,city,Conference venue,hallucination,1,0.7,1,"(0.6, 0.8]"
defan_00432_t1.0_ans01,defan_00432_t1.0,What was the venue of CVPR in 2006?,"New York City, New York",Singapore,city,Conference venue,hallucination,1,0.7,1,"(0.6, 0.8]"
defan_00432_t1.0_ans02,defan_00432_t1.0,What was the venue of CVPR in 2006?,"New York City, New York",New York,city,Conference venue,hallucination,1,0.7,1,"(0.6, 0.8]"
defan_00432_t1.0_ans03,defan_00432_t1.0,What was the venue of CVPR in 2006?,"New York City, New York",New Orleans,city,Conference venue,hallucination,1,0.7,1,"(0.6, 0.8]"
defan_00432_t1.0_ans04,defan_00432_t1.0,What was the venue of CVPR in 2006?,"New York City, New York",New Orleans (note: CVPR is usually found in the first line of the answer.),city,Conference venue,hallucination,1,0.7,1,"(0.6, 0.8]"
defan_00432_t1.0_ans05,defan_00432_t1.0,What was the venue of CVPR in 2006?,"New York City, New York",Tokyo,city,Conference venue,hallucination,1,0.7,1,"(0.6, 0.8]"
defan_00432_t1.0_ans06,defan_00432_t1.0,What was the venue of CVPR in 2006?,"New York City, New York",New York City,city,Conference venue,correct,0,0.7,1,"(0.6, 0.8]"
defan_00432_t1.0_ans07,defan_00432_t1.0,What was the venue of CVPR in 2006?,"New York City, New York",New York.,city,Conference venue,correct,0,0.7,1,"(0.6, 0.8]"
defan_00432_t1.0_ans08,defan_00432_t1.0,What was the venue of CVPR in 2006?,"New York City, New York",New York,city,Conference venue,hallucination,1,0.7,1,"(0.6, 0.8]"
defan_00432_t1.0_ans09,defan_00432_t1.0,What was the venue of CVPR in 2006?,"New York City, New York",New Orleans,city,Conference venue,hallucination,1,0.7,1,"(0.6, 0.8]"
defan_00432_t1.0_ans10,defan_00432_t1.0,What was the venue of CVPR in 2006?,"New York City, New York",New York (note: CVPR stands for Conference on Computer Vision and Pattern Recognition),city,Conference venue,correct,0,0.7,1,"(0.6, 0.8]"
defan_00432_t1.0_ans11,defan_00432_t1.0,What was the venue of CVPR in 2006?,"New York City, New York",New York City,city,Conference venue,correct,0,0.7,1,"(0.6, 0.8]"
defan_00432_t1.0_ans12,defan_00432_t1.0,What was the venue of CVPR in 2006?,"New York City, New York",New Orleans,city,Conference venue,hallucination,1,0.7,1,"(0.6, 0.8]"
defan_00432_t1.0_ans13,defan_00432_t1.0,What was the venue of CVPR in 2006?,"New York City, New York",New York City,city,Conference venue,correct,0,0.7,1,"(0.6, 0.8]"
defan_00432_t1.0_ans14,defan_00432_t1.0,What was the venue of CVPR in 2006?,"New York City, New York","IEEE Workshop on Causes of Visibility in Crowd Images (CVPR 2006) in New Orleans, Louisiana, USA",city,Conference venue,hallucination,1,0.7,1,"(0.6, 0.8]"
defan_00432_t1.0_ans15,defan_00432_t1.0,What was the venue of CVPR in 2006?,"New York City, New York",New Orleans,city,Conference venue,hallucination,1,0.7,1,"(0.6, 0.8]"
defan_00432_t1.0_ans16,defan_00432_t1.0,What was the venue of CVPR in 2006?,"New York City, New York",New Orleans,city,Conference venue,hallucination,1,0.7,1,"(0.6, 0.8]"
defan_00432_t1.0_ans17,defan_00432_t1.0,What was the venue of CVPR in 2006?,"New York City, New York",New Orleans,city,Conference venue,hallucination,1,0.7,1,"(0.6, 0.8]"
defan_00432_t1.0_ans18,defan_00432_t1.0,What was the venue of CVPR in 2006?,"New York City, New York",New Orleans,city,Conference venue,hallucination,1,0.7,1,"(0.6, 0.8]"
defan_00432_t1.0_ans19,defan_00432_t1.0,What was the venue of CVPR in 2006?,"New York City, New York",New York City,city,Conference venue,correct,0,0.7,1,"(0.6, 0.8]"
defan_00433_t1.0_ans00,defan_00433_t1.0,Where did ICCV take place in 1993?,"Berlin, Germany","St. Petersburg, Russia",city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00433_t1.0_ans01,defan_00433_t1.0,Where did ICCV take place in 1993?,"Berlin, Germany",Cali,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00433_t1.0_ans02,defan_00433_t1.0,Where did ICCV take place in 1993?,"Berlin, Germany",Brussels,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00433_t1.0_ans03,defan_00433_t1.0,Where did ICCV take place in 1993?,"Berlin, Germany","Geneva, Switzerland, USA, Canada, Finland and the Netherlands.",city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00433_t1.0_ans04,defan_00433_t1.0,Where did ICCV take place in 1993?,"Berlin, Germany",Saint Petersburg,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00433_t1.0_ans05,defan_00433_t1.0,Where did ICCV take place in 1993?,"Berlin, Germany","None, I do not have information on that event.",city,Conference venue,refused,1,1.0,1,"(0.8, 1.0]"
defan_00433_t1.0_ans06,defan_00433_t1.0,Where did ICCV take place in 1993?,"Berlin, Germany","Stavanger, Norway",city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00433_t1.0_ans07,defan_00433_t1.0,Where did ICCV take place in 1993?,"Berlin, Germany",New York,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00433_t1.0_ans08,defan_00433_t1.0,Where did ICCV take place in 1993?,"Berlin, Germany",St. Petersburg,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00433_t1.0_ans09,defan_00433_t1.0,Where did ICCV take place in 1993?,"Berlin, Germany",Chibodaghe,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00433_t1.0_ans10,defan_00433_t1.0,Where did ICCV take place in 1993?,"Berlin, Germany","San Jose, California",city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00433_t1.0_ans11,defan_00433_t1.0,Where did ICCV take place in 1993?,"Berlin, Germany",Sofia.,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00433_t1.0_ans12,defan_00433_t1.0,Where did ICCV take place in 1993?,"Berlin, Germany","Cusco, Peru",city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00433_t1.0_ans13,defan_00433_t1.0,Where did ICCV take place in 1993?,"Berlin, Germany","Antwerp, Belgium",city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00433_t1.0_ans14,defan_00433_t1.0,Where did ICCV take place in 1993?,"Berlin, Germany","Seville, Spain",city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00433_t1.0_ans15,defan_00433_t1.0,Where did ICCV take place in 1993?,"Berlin, Germany",Stockholm,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00433_t1.0_ans16,defan_00433_t1.0,Where did ICCV take place in 1993?,"Berlin, Germany",Brussels,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00433_t1.0_ans17,defan_00433_t1.0,Where did ICCV take place in 1993?,"Berlin, Germany",Rome,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00433_t1.0_ans18,defan_00433_t1.0,Where did ICCV take place in 1993?,"Berlin, Germany",St Petersburg,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00433_t1.0_ans19,defan_00433_t1.0,Where did ICCV take place in 1993?,"Berlin, Germany","Stirling, Scotland",city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00434_t1.0_ans00,defan_00434_t1.0,What was the site of ICCV in 2011?,"Barcelona, Spain",The Netherlands,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00434_t1.0_ans01,defan_00434_t1.0,What was the site of ICCV in 2011?,"Barcelona, Spain",Hanoi,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00434_t1.0_ans02,defan_00434_t1.0,What was the site of ICCV in 2011?,"Barcelona, Spain",Christ Church Vicarage,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00434_t1.0_ans03,defan_00434_t1.0,What was the site of ICCV in 2011?,"Barcelona, Spain",Singapore,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00434_t1.0_ans04,defan_00434_t1.0,What was the site of ICCV in 2011?,"Barcelona, Spain",Christchurch,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00434_t1.0_ans05,defan_00434_t1.0,What was the site of ICCV in 2011?,"Barcelona, Spain",Delft,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00434_t1.0_ans06,defan_00434_t1.0,What was the site of ICCV in 2011?,"Barcelona, Spain",New York,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00434_t1.0_ans07,defan_00434_t1.0,What was the site of ICCV in 2011?,"Barcelona, Spain",Caracas,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
defan_00434_t1.0_ans08,defan_00434_t1.0,What was the site of ICCV in 2011?,"Barcelona, Spain",Dallman Bay,city,Conference venue,hallucination,1,1.0,1,"(0.8, 1.0]"
