prompt_id,question,domain_canonical,domain_inconsistent,adversarial,n_samples,n_correct,n_incorrect,n_refused,n_definitive,frac_correct,frac_incorrect,frac_refused,hall_rate_strict,p_halluc,hall_rate_naive,score_mean,score_std,len_mean,len_std,H_sem,D_cos,M_bar,K,sig2_S,label
mmlu_00388_t1.0, Which of the following is an example of a duty that corresponds to a right to goods and service?,Law & Business,False,False,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.3,1.4525839046333948,295.2,190.40682760867583,3.9841837197546632,0.27201879024505615,17.90652084350586,17,0.051920317113399506,1
mmlu_00389_t1.0,"This question refers to the following information.
""Whereas the laws and treaties of the United States, without interfering with the free expression of opinion and sympathy, or with the commercial manufacture or sale of arms or munitions of war, nevertheless impose upon all persons who may be within their territory and jurisdiction the duty of an impartial neutrality during the existence of the contest; And Whereas it is the duty of a neutral government not to permit or suffer the making of its waters subservient to the purposes of war;
""Now, Therefore, I, Woodrow Wilson, President of the United States of America, in order to preserve the neutrality of the United States…do hereby declare and proclaim….
""That the statutes and the treaties of the United States and the law of nations alike require that no person, within the territory and jurisdiction of the United States, shall take part, directly or indirectly, in the said wars, but shall remain at peace with all of the said belligerents, and shall maintain a strict and impartial neutrality….""
Woodrow Wilson, 1914
Which of the following statements about the Treaty of Versailles is true?",Law & Business,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.15,0.6538348415311012,466.5,136.33323145880465,4.321928094858508,0.22589251399040222,21.67577362060547,20,0.01095195859670639,1
mmlu_00390_t1.0,"When a wireless user authenticates to any AP, both of them go in the course of four-step authentication progression which is called _____________",STEM,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.05,1.0712142642814275,270.7,194.32629775714867,3.9841837197546632,0.2990818917751312,25.585447311401367,17,0.07367748022079468,1
mmlu_00391_t1.0,The IP protocol is primarily concerned with,STEM,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.5,1.161895003862225,399.75,223.07955419535875,4.221928094859951,0.2325419932603836,23.35197639465332,19,0.03253895416855812,1
mmlu_00392_t1.0, Mill considers which of the following cases?,Humanities,True,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.25,0.9420721840708386,383.85,189.27711826842673,4.021928094862837,0.2170495092868805,20.32192611694336,17,0.04509289562702179,1
mmlu_00393_t1.0,Thermal conduction involves mainly,STEM,False,False,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.3,1.5524174696260022,360.6,193.35030385287737,3.4037016960385924,0.1750800758600235,18.363203048706055,13,0.05286776274442673,1
mmlu_00394_t1.0, How many books are in the New Testament?,Humanities,False,False,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.44999999999999996,3.55,1.627114009527298,303.7,172.19671890021598,3.5037016960371496,0.21156378090381622,19.590959548950195,14,0.06127004697918892,0
mmlu_00395_t1.0,Which of the following is the point at which an impulse is transmitted from one neuron to another neuron?,STEM,False,False,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.15,1.7109938632268673,380.0,160.18333246627128,3.784183719757547,0.1573634147644043,18.823827743530273,15,0.011384088546037674,1
mmlu_00396_t1.0,Most of the radiation in Earth’s biosphere is,STEM,False,False,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.7,1.6155494421403511,404.45,201.39003823426822,4.08418371975322,0.20819993317127228,18.11083221435547,18,0.03429224714636803,0
mmlu_00397_t1.0,"According to Rawls, the two parts of his theory:",Humanities,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.95,0.21794494717703367,381.2,223.99232129695875,4.221928094859951,0.34859663248062134,20.55147361755371,19,0.0500776506960392,1
mmlu_00398_t1.0, One of the messages Nathanson believes we can send by abolishing the death penalty is that,Social Sciences,True,False,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,3.15,1.4239030865898141,448.1,176.6906618924724,4.08418371975322,0.18991777300834656,17.865184783935547,18,0.023755159229040146,1
mmlu_00399_t1.0,"When water changes to steam, energy is",STEM,False,False,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,2.9,1.374772708486752,346.35,184.39231952551603,4.121928094861394,0.21958446502685547,21.02581214904785,18,0.031159834936261177,1
mmlu_00400_t1.0,Which muscles are normally active during quiet inspiration?,Medicine & Health,False,False,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.35,1.4924811556599298,410.3,192.09817802363457,2.9219280948714923,0.15072494745254517,17.47184181213379,11,0.02512698993086815,1
mmlu_00401_t1.0,"According to Rawls, we can enter the original position:",Humanities,True,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.5,1.161895003862225,433.55,164.7211203822995,4.321928094858508,0.2586210370063782,20.427902221679688,20,0.023936597630381584,1
mmlu_00402_t1.0,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
I ≡ ~J
I ∨ J / I",STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,200.05,147.12867667453546,4.221928094859951,0.2987625300884247,23.282054901123047,19,0.0406222902238369,1
mmlu_00403_t1.0,Was the use of armed force permitted prior to the United Nations Charter?,Law & Business,False,False,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.1,1.2609520212918492,386.65,212.48324051557574,3.4464393446508166,0.1810590773820877,17.90926742553711,14,0.018531905487179756,1
mmlu_00404_t1.0,How are the members of the arbitral tribunal appointed?,Law & Business,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.1,0.7000000000000001,464.7,177.82100550834818,4.021928094862837,0.16074588894844055,20.252201080322266,17,0.010466890409588814,1
mmlu_00405_t1.0," Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∀x)[Ax ⊃ (∃y)(Hy • Bxy)]",STEM,True,False,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.7,1.3453624047073711,319.2,158.27273928254354,4.221928094859951,0.22776515781879425,20.22376251220703,19,0.03992025554180145,1
mmlu_00406_t1.0,Find 4 over 7 + 2 over 7.,STEM,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.35,1.3883443376914821,233.35,132.5282139772509,4.221928094859951,0.18341168761253357,22.735942840576172,19,0.020301176235079765,1
mmlu_00407_t1.0,What is bhakti often translated as?,Humanities,False,False,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.95,1.4309088021254186,302.55,142.81123030070148,3.2464393446537025,0.13976940512657166,16.610429763793945,12,0.011475836858153343,0
mmlu_00408_t1.0,"Calvin Poultry Co. offered to sell Chickenshop 20,000 pounds of chicken at 40 cents per pound under specified delivery terms. Chickenshop accepted the offer as follows: ""We accept your offer for 20,000 pounds of chicken at 40 cents per pound per city scale weight certificate."" Which of the following is correct?",Law & Business,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.05,0.739932429347437,465.8,199.0026632987609,4.121928094861394,0.29017311334609985,22.401691436767578,18,0.04936791583895683,1
mmlu_00409_t1.0,"Which of the following criticisms of standard (""plain vanilla"") GARCH models can be overcome by EGARCH models?

i) Estimated coefficient values from GARCH models may be negative

ii) GARCH models cannot account for leverage effects

iii) The responsiveness of future volatility to positive and negative shocks is symmetric under a GARCH formulation

iv) GARCH models cannot allow for a feedback from the volatility to the returns",STEM,False,False,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.65,1.388344337691482,431.4,228.38616420440184,4.121928094861394,0.17616884410381317,22.23493194580078,18,0.009688693098723888,1
mmlu_00410_t1.0,"In python 3, which of the following is floor division?",STEM,False,False,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.2,1.661324772583615,306.4,163.1938724339857,3.9219280948642794,0.20258808135986328,19.80940055847168,16,0.03636043891310692,1
mmlu_00411_t1.0,"Two women lived in a one-bedroom house with 20 dogs. A dog-walker who entered the house was appalled by their deplorable living conditions. The animals' excrement was deposited throughout the house, they were kept in tiny pens, and some of the animals were sick. The visitor called the SPCA, a private non-profit humane society. State law authorized humane societies to receive abused or neglected animals from animal control officers, to care for them and adopt them out. The SPCA took the animals designated by the officers. The officers then arrested the women for animal neglect. At a hearing, the prosecutor was unprepared, and the judge dismissed the charges. The women then sued the officers and the SPCA under 42 U.S.C. Â§ 1983 for civil rights violations. The SPCA defendants filed a motion to dismiss based on the absence of the ""state action"" on their part. Will the court likely grant the motion to dismiss?",Law & Business,False,False,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,2.85,1.3143439428094914,563.75,132.86868517449852,4.121928094861394,0.20580175518989563,18.96065330505371,18,0.010019410401582718,1
mmlu_00412_t1.0,"This question refers to the following information.
""The Chinese are all infidels: they worship images, and burn their dead just like the [Hindus]. The King of China is a Tartar, and one of the descendants of [Ghenghis] Khan…In all the Chinese provinces, there is a town for the [Muslims], and in this they reside. They also have cells, colleges, and mosques, and are made much of by the Kings of China…
When we approached this city [of Hangzhou] we were met by its judge, the [elders] of Islamism, and the great merchants. The [Muslims] are exceedingly numerous here. This whole city is surrounded by a wall: each of the six [districts of Hangzhou] is also surrounded by a wall. In the first reside the guards, with their commander. I was told that, in the muster-rolls, these amount to twelve thousand…In the second division are the Jews, Christians, and the Turks who worship the sun: these are numerous, their number is not known: and theirs is the most beautiful city. Their streets are well disposed, and their great men are exceedingly wealthy. There are in the city a great number of [Muslims], with some of whom I resided for fifteen days; and was treated most [honorably]…""
Ibn Battuta, Voyages, 1332–1346 C.E.
Compared to the observations expressed in the excerpt, Mongol administration of its Russian domains in the period 600 C.E. to 1450 C.E. differed in that it",Social Sciences,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,612.55,108.69658458295734,4.221928094859951,0.1866920441389084,21.33786392211914,19,0.00917928759008646,1
mmlu_00413_t1.0,"A state has enacted a statute imposing a tax on the extraction of all platinum in the state. The extraction of other minerals is not taxed by the state. This is true even though there is considerable mining of silver, turquoise, sulfur, and stone within the state. As a result, the largest platinum mining company in the state has filed suit challenging the constitutionality of the state's platinum tax statute. Which of the following best states the burden of persuasion if the mining company attacks the statute as violating the equal protection of the laws?",Law & Business,False,False,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.4,1.1135528725660044,559.3,197.60417505710754,4.321928094858508,0.2524723410606384,19.285724639892578,20,0.03385132923722267,1
mmlu_00414_t1.0,Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.6,0.48989794855663565,420.4,150.08311030892185,4.321928094858508,0.23248977959156036,24.863948822021484,20,0.01540488563477993,1
mmlu_00415_t1.0,_______________ is a popular tool used for network analysis in multiprotocol diverse network.,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.85,0.3570714214271425,354.7,210.52816913657895,3.5841837197589905,0.22242045402526855,25.998249053955078,14,0.029540713876485825,1
mmlu_00416_t1.0,Pizarro was able to subdue the entire Inca empire largely because:,Social Sciences,True,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.15,0.8529361054615991,389.35,175.8846994482465,4.321928094858508,0.16136004030704498,22.10321807861328,20,0.006895070429891348,1
mmlu_00417_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I told people that vaccines caused autism so I could sell them snake oil. Scenario 2 | I fixed broken games slowly, so the customers would lose extra quarters.",Social Sciences,True,False,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.45,1.5644487847162014,412.85,203.86178528601187,4.321928094858508,0.24458935856819153,17.16503143310547,20,0.02270963042974472,0
mmlu_00418_t1.0,Which of the following conditions is characteristic of oligopoly?,Social Sciences,True,False,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.7,1.3453624047073711,410.55,167.77677878657704,4.021928094862837,0.17946584522724152,17.76675796508789,17,0.012042501010000706,1
mmlu_00419_t1.0,"Butler claims that, strictly speaking, the only thing that anyone has a right to is:",Humanities,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.9,0.3,493.85,210.53391057024518,4.221928094859951,0.26905491948127747,20.795286178588867,19,0.05246938392519951,1
mmlu_00420_t1.0,Which of these is not a spice?,STEM,True,False,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,3.35,1.4924811556599298,191.35,153.14511908644036,3.541446071145323,0.20115062594413757,19.594425201416016,14,0.01912546716630459,1
mmlu_00421_t1.0,"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",STEM,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.05,1.0712142642814275,383.95,184.7653850157004,4.021928094862837,0.2031397819519043,22.61847496032715,17,0.02617141790688038,1
mmlu_00422_t1.0,What does the 'ROM' in CD-ROM stand for?,STEM,False,False,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.7,1.7916472867168916,274.8,131.63494976638992,2.6841837197662044,0.17446431517601013,17.833194732666016,9,0.0731215700507164,0
mmlu_00423_t1.0,"A city school board presented a bond issue to the public for $5 million to modernize some city schools. During the public debate on the proposal, a middle school teacher had published two ""letters to the editor"" criticizing the ""duplicitous"" practices of certain school board members in using ""backroom politics"" to try and get the vote approved. He doubted the need for new expenditures and criticized the superintendent of schools for trying to influence teachers on the issue. After the bond issue passed, the school district brought internal charges against the teacher, and after a hearing he was fired. He brought a state court action claiming an unconstitutional interference with his First Amendment free speech rights. The claim was rejected, and the highest state appellate court upheld the termination. After hearing the case on appeal, will the United States Supreme Court uphold the teacher's firing?",Law & Business,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,620.75,112.68268500528376,4.321928094858508,0.20737850666046143,21.06559944152832,20,0.008480926975607872,1
mmlu_00424_t1.0,The U.S. economy currently suffers a recessionary gap and a budget deficit exists. If the government wishes to fix the recession which of the following choices best describes the appropriate fiscal policy the impact on the market for loanable funds the interest rate and the market for the U.S. dollar? FISCAL POLICY     LOANABLE FUNDS     INTEREST RATE     MARKET FOR $,Social Sciences,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,460.35,200.03881498349264,4.221928094859951,0.2062690556049347,18.647199630737305,19,0.014690765179693699,1
mmlu_00425_t1.0,Prosthetic groups are:,STEM,True,False,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.44999999999999996,3.55,1.6271140095272978,366.95,202.4703620286189,3.7219280948657207,0.18475031852722168,16.728296279907227,15,0.049780599772930145,0
mmlu_00426_t1.0,"With respect to the kinked demand curve, which of the following is NOT correct?",Social Sciences,True,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.05,0.4974937185533099,462.15,157.84906556581194,3.6086949695426433,0.14127643406391144,21.477922439575195,14,0.012536120600998402,1
mmlu_00427_t1.0,Which of the following fiscal policy combinations would be most likely to slowly increase real GDP without putting tremendous upward pressure on the price level?,Social Sciences,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.1,0.43588989435406744,419.6,135.4767138662582,4.121928094861394,0.17227008938789368,18.279983520507812,18,0.010254981927573681,1
mmlu_00428_t1.0,"Xavier is beginning his first year of college. He is eager to find a few other freshmen to ""hang out"" with. Psychologists would say that Xavier is motivated by a(n)",Social Sciences,False,False,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,3.1,1.374772708486752,519.0,167.06525671126238,3.7219280948657207,0.1643836796283722,17.885168075561523,15,0.028226416558027267,1
mmlu_00429_t1.0,"There are specific research designs and strategies used to gain the desired information. From your knowledge about the research designs and strategies, how does the CORRELATIONAL RESEARCH work?",Social Sciences,True,False,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.75,1.299038105676658,395.6,188.01925433316666,4.221928094859951,0.2261440008878708,19.896268844604492,19,0.019099988043308258,1
mmlu_00430_t1.0,What kind of symptom is common among all the somatoform disorders?,Medicine & Health,False,False,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.85,1.49248115565993,474.05,214.31483266447052,3.9219280948642794,0.14032578468322754,17.039487838745117,16,0.005722266621887684,0
mmlu_00431_t1.0,"Although mutations occur at a regular and predictable rate, which of the following statements is the LEAST likely reason the frequency of mutation appears to be low?",STEM,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.0,0.7745966692414834,342.3,200.89651564922673,4.221928094859951,0.23728366196155548,19.505794525146484,19,0.017628345638513565,1
mmlu_00432_t1.0,"According to Kant, morality requires us to:",Humanities,False,False,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.45,1.4654350889752843,488.9,120.32410398585981,4.121928094861394,0.15700320899486542,16.029224395751953,18,0.008580709807574749,0
mmlu_00433_t1.0,Two identical capacitors are hooked in parallel to an external circuit. Which of the following quantities must be the same for both capacitors? I. the charge stored on the capacitor II.  the voltage across the capacitor III. the capacitance of the capacitor,STEM,False,False,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.75,1.299038105676658,304.95,174.84521011454675,3.5464393446522595,0.2083856612443924,21.860225677490234,13,0.07356949895620346,1
mmlu_00434_t1.0," When there is little or no personal contact between customer and service provider, this is classified as:",Social Sciences,False,False,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.44999999999999996,3.6,1.562049935181331,372.85,168.59159973142198,3.9219280948642794,0.22563156485557556,19.560020446777344,16,0.029761862009763718,0
mmlu_00435_t1.0,A step up chopper has input voltage 110 V and output voltage 150 V. The value of duty cycle is,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.6,0.48989794855663565,151.0,108.97981464473135,3.884183719756106,0.216577410697937,25.954193115234375,16,0.03335822373628616,1
mmlu_00436_t1.0,Molly got a haircut for $25 and she left a 15% tip. What was Molly’s final cost?,STEM,True,False,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.4,1.624807680927192,171.3,93.80996748746904,3.2464393446537025,0.1580209732055664,18.938764572143555,12,0.024368684738874435,0
mmlu_00437_t1.0, Which of the following is not mentioned by Macedo as a duty that societies have toward nonmembers?,Social Sciences,False,False,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.44999999999999996,3.65,1.4924811556599298,374.5,176.27209081417286,4.021928094862837,0.19454911351203918,17.38699722290039,17,0.022702274844050407,0
mmlu_00438_t1.0,"A study is made to determine whether more hours of academic studying leads to higher point scoring by basketball players. In surveying 50 basketball players, it is noted that the 25 who claim to study the most hours have a higher point average than the 25 who study less. Based on this study, the coach begins requiring the players to spend more time studying. Which of the following is a correct statement?",Social Sciences,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.6,1.2,417.25,187.7660445874067,4.321928094858508,0.254416823387146,19.60049057006836,20,0.03236200287938118,1
mmlu_00439_t1.0,All of the following statements are true for all discrete random variables except for which one?,STEM,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.6,1.2,303.65,184.762624737797,4.321928094858508,0.2765783369541168,20.950088500976562,20,0.036957379430532455,1
mmlu_00440_t1.0,"This question refers to the following information.
From this moment until that in which the enemy shall have been driven from the soil of the Republic, all Frenchmen are in permanent requisition for the service of the armies. The young men shall go to battle; the married men shall forge arms and transport provisions; the women shall make tents and clothing and shall serve in the hospitals; the children shall turn old linen into lint; the aged shall betake themselves to the public places in order to arouse the courage of the warriors and preach the hatred of kings and the unity of the Republic. …
The Committee of Public Safety is charged to take all necessary measures to set up without delay an extraordinary manufacture of arms of every sort which corresponds with the ardor and energy of the French people. It is, accordingly, authorized to form all the establishments, factories, workshops, and mills which shall be deemed necessary for the carrying on of these works, as well as to put in requisition, within the entire extent of the Republic, the artists and workingmen who can contribute to their success.
The representatives of the people sent out for the execution of the present law shall have the same authority in their respective districts, acting in concert with the Committee of Public Safety; they are invested with the unlimited powers assigned to the representatives of the people to the armies.
The Levée en Masse, August 23, 1793
This passage established",Social Sciences,False,False,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.19999999999999996,4.4,1.2,481.95,194.08077570949678,4.321928094858508,0.24204817414283752,16.426183700561523,20,0.027220604941248894,0
mmlu_00441_t1.0,What is the smallest prime whose digits sum to $19$?,STEM,False,False,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.1,1.3,306.15,118.76711455617671,3.060964047427811,0.14761149883270264,23.84903335571289,11,0.020334485918283463,1
mmlu_00442_t1.0,Which of the following describes the fallacy of appeal to loyalty?,Humanities,True,False,20,14,6,0,20,0.7,0.3,0.0,0.3,0.3,0.30000000000000004,4.1,1.374772708486752,492.7,139.62381602004726,3.341446071146766,0.14819960296154022,15.486818313598633,13,0.01634293794631958,0
mmlu_00443_t1.0,Suppose that the unemployment rate falls from 6 percent to 5 percent and the inflation rate falls from 3 percent to 2 percent. Which of the following best explains these trends?,Social Sciences,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,382.55,181.49310592967439,3.8841837197561055,0.18649041652679443,19.335681915283203,16,0.04224282130599022,1
mmlu_00444_t1.0, Dershowitz discusses the hypothetical case where the hijacked planes of 9/11 must be shot down to argue that important decisions like these,Law & Business,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.05,0.49749371855331004,339.85,176.48548807196585,4.321928094858508,0.3057856857776642,19.983076095581055,20,0.03340071067214012,1
mmlu_00445_t1.0,What is one of the differences between simple foragers and complex foragers?,Social Sciences,True,False,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,2.95,1.2031209415515967,397.2,178.71866158854255,3.9219280948642794,0.20100641250610352,17.762508392333984,16,0.02151806280016899,1
mmlu_00446_t1.0,"The royal graves of the Shang Dynasty consisted of enormous cruciform-shaped tombs, where the deceased kings were buried with:",Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.85,0.3570714214271425,493.5,193.54805604810397,3.8219280948642798,0.13657927513122559,22.684066772460938,16,0.008110822178423405,1
mmlu_00447_t1.0,In which dementia are cognitive symptoms less likely?,Medicine & Health,False,False,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.44999999999999996,3.5,1.5968719422671311,274.05,185.47654164341108,4.121928094861394,0.30894050002098083,19.25644874572754,18,0.07194933295249939,0
mmlu_00448_t1.0,"If two non-zero vectors are added together, and the resultant vector is zero, what must be true of the two vectors?",STEM,False,False,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,3.5,1.5,368.5,192.30457612859868,3.7219280948657207,0.1732371747493744,19.260868072509766,15,0.013573497533798218,0
mmlu_00449_t1.0,Which of the following statements explains how a point mutation can have no negative impact in the protein formed from a sequence in DNA?,STEM,False,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.85,1.3143439428094914,435.7,187.88270276957374,4.321928094858508,0.24901337921619415,19.577442169189453,20,0.05334152281284332,1
mmlu_00450_t1.0,"Based on the paper “Click Trajectories: End-to-End Analysis of the Spam Value Chain”, which of the following statements are true? “Spammers” here refer to operators of various parts of the “spam value chain.”",Social Sciences,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.1,0.7000000000000001,366.85,189.1531852758499,4.321928094858508,0.23655323684215546,24.696168899536133,20,0.03013797476887703,1
mmlu_00451_t1.0,In what ways may TNC be regarded as a new concept?,Social Sciences,True,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.2,0.6,581.45,149.8380709299209,3.484183719760433,0.13660994172096252,20.770288467407227,13,0.009923609904944897,1
mmlu_00452_t1.0,"Of the following sorting algorithms, which has a running time that is LEAST dependent on the initial ordering of the input?",STEM,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.55,1.1169153951844337,361.0,195.7467751969365,3.6841837197575473,0.228362038731575,22.335559844970703,15,0.08445562422275543,1
mmlu_00453_t1.0,"If there is a conflict between a congressional act and a valid treaty, how is it resolved?",Law & Business,False,False,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.65,1.2757350822173075,503.25,141.95029940088185,4.321928094858508,0.17021040618419647,18.88176727294922,20,0.006805912591516972,1
mmlu_00454_t1.0,"When $(x\sqrt{x^3})^4$ is simplified, what is the exponent of $x$?",STEM,False,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.95,1.4309088021254186,173.6,127.77261052353904,4.121928094861394,0.2820286750793457,22.955358505249023,18,0.056652117520570755,1
mmlu_00455_t1.0,"What is the primary lipoprotein secreted from the liver that is at least partially composed of dietary derived lipids?
",Medicine & Health,True,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.6,1.2,317.05,137.01148674472518,2.7659573209361903,0.10633137077093124,19.95197868347168,9,0.005426002666354179,1
mmlu_00456_t1.0,"In an intel 8085A, which is the first machine cycle of an instruction?",STEM,False,False,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.65,1.5898113095584645,266.8,147.82273167547677,3.208694969545529,0.15619710087776184,17.90372085571289,12,0.02025158330798149,0
mmlu_00457_t1.0," According to Singer, international corporations that deal with corrupt dictators are akin to",Social Sciences,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.95,0.5894913061275798,425.65,203.00450118162405,4.321928094858508,0.23328474164009094,21.989398956298828,20,0.043663084506988525,1
mmlu_00458_t1.0,Which of these is the smallest unit that natural selection can change?,STEM,False,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,3.05,1.4309088021254186,514.15,175.69413052233702,4.121928094861394,0.19098177552223206,18.05112075805664,18,0.02046114206314087,1
mmlu_00459_t1.0,Which of these bones is located in the wrist?,STEM,True,False,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.7,1.7916472867168918,237.65,142.75653224984137,2.7638651219378696,0.14372508227825165,17.689563751220703,9,0.01897554099559784,0
mmlu_00460_t1.0,"What do the amounts of rainfall in the Maya homeland, as reflected in variations in oxygen isotopes in a stalagmite in Yok Balum Cave in Belize, correspond to?",STEM,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.05,0.739932429347437,517.85,185.1305687886255,4.321928094858508,0.28784114122390747,22.693857192993164,20,0.0434056781232357,1
mmlu_00461_t1.0,Which of the following is considered part of the required supplementary information for general purpose external financial reporting of a local government?,Law & Business,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.3,0.9,370.65,239.7040414761503,4.221928094859951,0.24514099955558777,20.94384002685547,19,0.026597419753670692,1
mmlu_00462_t1.0,Which of the following is a characteristic of monopolistic competition in the long run?,Social Sciences,True,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.25,0.9420721840708386,571.15,145.4095165386365,3.746439344649374,0.16711418330669403,17.7967586517334,15,0.016604715958237648,1
mmlu_00463_t1.0,Law and order was privatized in the 1980s and 1990s through:,Law & Business,False,False,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,2.25,0.7664854858377946,432.55,199.5716600622443,4.221928094859951,0.22747068107128143,19.934165954589844,19,0.040859103202819824,1
